%eval_id interface  DAKOTA_C_RC_1  DAKOTA_C_RC_2  DAKOTA_C_RC_3  DAKOTA_C_RC_4  DAKOTA_C_RC_5  DAKOTA_C_RC_6  DAKOTA_C_RC_7  DAKOTA_C_EP_1  DAKOTA_C_EP_2 DAKOTA_Mg_RC_1 DAKOTA_Mg_RC_2 DAKOTA_Mg_RC_3 DAKOTA_Mg_RC_4 DAKOTA_Mg_RC_5 DAKOTA_Mg_RC_6 DAKOTA_Mg_RC_7 DAKOTA_Si_RC_1 DAKOTA_Si_RC_2 DAKOTA_Si_RC_3 DAKOTA_Si_RC_4 DAKOTA_Si_RC_5 DAKOTA_Si_RC_6 DAKOTA_Si_RC_7 DAKOTA_Si_EP_1 DAKOTA_Si_EP_2 DAKOTA_Li_RC_1 DAKOTA_Li_RC_2 DAKOTA_Li_RC_3 DAKOTA_Li_RC_4 DAKOTA_Li_RC_5 DAKOTA_Li_RC_6 DAKOTA_Li_RC_7 DAKOTA_Li_RC_8 DAKOTA_Li_EP_1 DAKOTA_Li_EP_2 DAKOTA_Ga_RC_1 DAKOTA_Ga_RC_2 DAKOTA_Ga_RC_3 DAKOTA_Ga_RC_4 DAKOTA_Ga_RC_5 DAKOTA_Ga_RC_6 DAKOTA_Ga_RC_7 DAKOTA_Ga_RC_8 DAKOTA_Ga_RC_9 DAKOTA_Ga_EP_1 DAKOTA_Ga_EP_2 DAKOTA_Ga_EP_3  DAKOTA_O_RC_1  DAKOTA_O_RC_2  DAKOTA_O_RC_3  DAKOTA_O_RC_4  DAKOTA_O_RC_5  DAKOTA_O_RC_6  DAKOTA_O_RC_7  DAKOTA_O_EP_1  DAKOTA_O_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20      obj_fn_21      obj_fn_22      obj_fn_23      obj_fn_24      obj_fn_25 
721          NO_ID       1.337306       1.177928       0.852181        1.39671       1.371437       1.651955       1.464867      10.559964       7.145968       2.059335       1.793586       1.971899       1.816145       1.846955       1.647336       1.686211       1.729591       1.694869       1.519038       1.963828       2.128198         1.9406       1.976844       6.796133       2.632674        1.76605        1.51956       1.416413       1.580263       1.207427    1.574813025       1.684867       1.411179       2.830663       1.522376       2.250596       1.889449        1.89746       2.323442       2.168108        1.88866       1.759696       1.613954       2.287912       5.268843       2.660609       0.960145       1.526613       1.230036       1.410323       1.532193       1.434771        1.29859       1.536189       5.174897       5.233068 0.0005101677038 0.008719371941 0.002503355676 4.784799958e-05 0.005082779249 0.001262081185 0.0003039492421 0.008030554578  0.00392769658 0.004770217244 2.44025343e-05 0.0006010859353 0.002996828696 0.002710021043 0.0003180949039 0.004282039972 0.004693171692   0.0093003624    36.14998788 0.001768333697  0.09733870968   0.5565933614  0.01055292485 0.003512752327   0.3522349117 
722          NO_ID       1.337573       1.315023       0.853297       1.325107        1.30474       1.656259       1.441687      11.592925       7.780388       1.960204       1.771699       1.842386       1.665783       1.800237       1.712985       1.709659       1.807193       1.662724        1.54886       1.921845       2.053432       2.071634       1.994145       7.246383       2.122333        1.61336       1.585108        1.33113       1.626182       1.391751       1.479504       1.655427       1.541519       2.481541       1.698503       2.296515       1.794065       1.897637       2.297002       2.168205       2.008376       1.879806       1.585044       2.253751       3.962292       2.840844       0.902573       1.656412       1.202069       1.231127       1.416003       1.451979       1.388169       1.535608       4.574836       5.344211 0.001003207216 0.008117718716 0.002527108181 6.423038334e-05 0.003605168713 0.001403885153 0.0003885611139 0.008128958189  0.00251120447 0.007110887596 1.087085426e-05 0.0005656530539 0.001183030899 0.003243244398  0.00341019706 0.001022109835 0.001027467441 0.009166106074     36.2558235 0.004117798317  0.09516129032   0.6974827386  0.01089627092 0.006533958315   0.3180604844 
723          NO_ID       1.337573       1.315023       0.853297       1.325107        1.30474       1.656259       1.441687      11.592925       7.780388       1.960204       1.771699       1.842386       1.665783       1.800237       1.712985       1.709659       1.807193       1.662724        1.54886       1.921845       2.053432       2.071634       1.994145       7.246383       2.122333        1.61336       1.585108        1.33113       1.626182       1.391751       1.479504       1.655427       1.541519       2.481541       1.698503       2.296515       1.794065       1.897637       2.297002       2.168205       2.008376       1.879806       1.590098       2.253751       3.962292       2.840844       0.902573       1.656412       1.202069       1.231127       1.416003       1.451979       1.388169       1.535608       4.574836       5.344211 0.001003207216 0.008117718716 0.002527108181 6.423038334e-05 0.003605168713 0.001403885153 0.0003885611139 0.008128958189  0.00251120447 0.007110887596 1.087085426e-05 0.0005656530539 0.001183030899 0.003243244398  0.00341019706 0.001022109835 0.001027467441 0.009166106074     36.2558235 0.004117798317  0.09516129032   0.6974827386  0.01089627092 0.006533958315   0.3180604844 
724          NO_ID       1.337584       1.319053       0.761424       1.390626       1.394733       1.648549       1.473747      10.659028       7.158528       2.029855       1.832876       1.970395       1.781021       1.861995        1.65564       1.743384       1.736599     1.68681857       1.553618       1.936692       2.180388        1.94045       1.970724       6.002855       2.004331        1.78525       1.516536       1.411053       1.615121       1.242499       1.573205       1.788035       1.410963       2.843013       1.440966        2.24047       1.845553       1.898408       2.299314       2.169772       1.873232       1.765136       1.638562       2.241332       5.259831       2.840753       0.951949       1.532229       1.201012       1.411335       1.479253       1.367243       1.377923       1.515697       5.098993       5.199556 0.0007969380512 0.008564019082 0.002914826075 0.0001083967532 0.004550776288 0.001557461864 0.0004199321305 0.008179879172 0.003787013778 0.004397825739 0.0001494886668 0.0004831983103 0.002948646641 0.001979890277 0.001744174584 0.005809299736 0.0003014990163 0.008279056706    24.98933944 0.004025714178  0.09572580645   0.7952459387  0.01107430222  0.00268506958   0.3198764302 
725          NO_ID       1.337589       1.314575       0.728753       1.333283       1.308708       1.656259       1.426391      11.592917       7.781284       1.997228       1.771075       1.852562       1.665783       1.799973       1.712697       1.709915       1.807449       1.684976       1.534204       1.924303       2.053496       2.051858       1.949781       7.306511       2.003549       1.612336       1.582038       1.331866       1.635398       1.381751        1.47958       1.656963       1.546903       2.463109       1.701279       2.296407       1.793569       1.897573       2.272778       2.169997       2.007096       1.879806       1.590438       2.251255       4.185108       2.761996       0.662957       1.663484       1.199551       1.231127       1.416003       1.451607       1.431177       1.524984       4.513652       5.344211 0.001016013104  0.00765319598 0.002637744084 6.528950016e-05 0.003628312769 0.0008551532938 0.0005179128979 0.008236464901 0.002190784746 0.005157580874 2.557476404e-05 0.0005804768882 0.001257588367 0.003186621232 0.004331592631 1.194984055e-06 0.005244812359  0.01192015629    33.29472015  0.00459931083  0.09564516129   0.6757749296   0.0108835544 0.007421695728    0.343126831 
726          NO_ID       1.337589       1.314991       0.728049       1.325399       1.300772       1.656259       1.426071      11.592917       7.781092       1.956524       1.767291       1.842386       1.652343       1.800309       1.712729       1.709659       1.807449          1.686        1.54854       1.916669       2.054008       2.052082       2.066783       7.232783       2.031025       1.659792       1.580368       1.331282       1.634374       1.382263        1.47954       1.666179       1.541623       2.463365       1.738585       2.266627       1.796097       1.892677       2.305546       2.170029       2.019736       1.889678       1.589414       2.254903        3.93474       2.761668       0.869069        1.66406       1.159007       1.231127       1.426243       1.451559       1.431177       1.526024       4.050564       5.346347 0.001012392742 0.008336868894 0.002565608734 6.310162264e-05 0.003784487892 0.0007579457968 0.0005120172191 0.008232612956 0.002706249883 0.007295483108 8.801246133e-05 0.0005282883321 0.001612207704 0.003511914107 0.003388179194 0.001075793824 0.004590603861  0.01123041352    33.29004817 0.004129963267  0.09508064516   0.7609387703  0.01100648077 0.006172832602   0.3388566121 
727          NO_ID       1.337589    1.322096556       0.728241       1.325091       1.304612       1.656259       1.426583      11.592917       7.781156        1.96446       1.771027        1.85365       1.665783       1.800229       1.712697       1.709659       1.807449       1.684976    1.533233261       1.921519       2.053496        2.05205       2.066981       7.232783       2.032221        1.61336       1.582036        1.33113       1.634374       1.381751        1.47958       1.656963       1.541775       2.463109       1.701271       2.296387       1.794081       1.897637       2.272778       2.169997       2.007096       1.879806       1.590438       2.253879       3.939348       2.761676       0.907693       1.663484       1.202111       1.231127       1.416003       1.451607       1.431177       1.524984       4.574852       5.344211  0.00104342332 0.008117718716 0.002563956669 6.537003252e-05 0.003612787512 0.0008563331988 0.0005119854992  0.00823560274  0.00251120447 0.007110887596 2.609173052e-05 0.0005796521965 0.001180196413 0.003266787858 0.003407532103 0.001295723648 0.005246683828  0.01189170801    33.28236457 0.004371162629  0.09556451613   0.6794451215  0.01089203208 0.006482811092   0.3431349727 
728          NO_ID    1.337589326    1.315023265   0.7282414844    1.325090666    1.304611986    1.656259141    1.426582546    11.59291735    7.781155793    1.964459597    1.771027195    1.908960226    1.665782885    1.800229287    1.712697003    1.709659464    1.807448985    1.684976198    1.537231668    1.921519171    2.047364147    2.052049987    2.066980647    7.232782584    2.032221036    1.613359736    1.582035879    1.331129578    1.634374143     1.38175135     1.47958032    1.656963469    1.541774615    2.463109023    1.701270675    2.296386601    1.794080946    1.897636681    2.272778336    2.169996525    2.007096278    1.879805531    1.590438201    2.253879163     3.93934818    2.761676019   0.9076931332    1.663483803    1.202111402     1.23112694    1.416002974     1.45160699    1.431176928    1.524983622    4.574852488    5.344211347   0.0010034877 0.008117718716 0.002563956669 6.537003252e-05 0.003612787512 0.0008563496703 0.0005096361093 0.008235650067  0.00251120447 0.007110889665 5.773534781e-05 0.0005528435292 0.001180196413 0.003266787858 0.003407196625 0.001295723648 0.005244596259  0.01191283084    33.29772916 0.004359094821  0.09540322581    0.720710421  0.01093442049 0.006483110543   0.3431342435 
729          NO_ID    1.337589326    1.315023265   0.7282414844    1.341606015    1.304611986    1.656259141    1.426582546    11.59291735    7.781155793    1.964459597    1.771027195    1.853650057    1.665782885    1.800229287    1.712697003    1.709659464    1.807448985    1.684976198    1.537231668    1.921519171    2.053495588    2.052049987    2.066980647    7.232782584    2.032221036    1.630146942    1.582035879    1.331129578    1.634374143     1.38175135     1.47958032    1.656963469    1.541774615    2.463109023    1.701270675    2.296386601    1.794080946    1.897636681    2.272778336    2.169996525    2.007096278    1.879805531    1.590438201    2.253879163     3.93934818    2.761676019   0.9076931332    1.663483803    1.202111402     1.23112694    1.416002974     1.45160699    1.431176928    1.524983622    4.574852488    5.344211347 0.001016005524 0.008117718716 0.002563956669 6.566322913e-05 0.003612787512 0.0008563496703 0.0005179255859 0.008236477247  0.00251120447 0.007110887596 5.773534781e-05 0.0005528435292 0.0009222771254 0.003517708095 0.003407196625 0.001295723648 0.005244596259  0.01191283084    33.29457793 0.004395356189  0.09540322581   0.7197174844  0.01093865933 0.006367966699   0.3431224958 
730          NO_ID       1.337733       1.293227       0.728375       1.334348       1.308196       1.656301       1.430679      11.773141       7.781156       1.960428       1.771039        1.84917       1.673783       1.800321       1.712841       1.709667       1.807577        1.69016       1.540627       1.862095       2.061688       2.054706       1.994657       7.232783       2.032285       1.613168       1.584628       1.337998       1.634326       1.381495       1.479564       1.661059       1.541775       2.479493       1.768855       2.296405       1.794081       1.898005        2.27329       2.156173       2.000528        1.88031       1.589606       2.251919       4.758548       2.763376       0.901805        1.66758       1.202495       1.233175       1.415171       1.451615       1.399777       1.524984       4.705924       5.314131 0.0009054325811 0.008097688981 0.002563757758 6.36024747e-05 0.003714119526 0.0004118492081 0.0005237345635 0.008244425999 0.002527958786 0.007061154987 5.773040864e-05 0.0005528476527 0.001182953213 0.003261781381 0.003411283171 0.001039131125 0.007507175014  0.01427518454    33.29138843 0.004314591692  0.09564516129   0.7068401424  0.01090050976 0.006584806088   0.3484025177 
731          NO_ID       1.337816       1.179716       0.722437       1.379854       1.369389       1.658659       1.462011      10.623452       7.200448       2.019587       1.763482       1.840891       1.834689       1.874939       1.641178       1.687335       1.735857    1.656069904        1.55839       1.937684        2.10398       2.004506       1.938204       6.790773     1.68389584       1.762506       1.526016       1.414109       1.572081       1.211523       1.571283       1.744379       1.427819    3.023973936        1.44196       2.253958       1.865013        1.87494       2.290578       2.167588       1.908876       1.762384       1.732426       2.271654       5.285879       3.073237       0.918917       1.559893       1.201236       1.410919         1.5336       1.381859        1.30069       1.488763       5.095433        5.64804 0.0005182965037 0.003543522157 0.005960391195 4.000021909e-05 0.004676608556 0.001523529722 0.0004484229769  0.00815357401 0.006104625462 0.006958406535 7.951708853e-05 0.0005028919495 0.003363567034 0.001663205433 0.005104024133 0.009848667949 0.004330750809 0.008942290036    34.76252974 0.001978812215  0.09588709677   0.8656138693  0.01101071961 0.0006253693207   0.3500556754 
732          NO_ID       1.338072        1.17934       0.810772       1.390646       1.370157       1.653743       1.462811      10.634452       7.256868       2.062767       1.803782       1.789179       1.829649       1.847371        1.64025       1.685083       1.741879    1.534682826       1.517266       1.987052       2.086264       2.027474       1.948196       6.840181       2.008208       1.761138       1.519484       1.463005       1.606213       1.250691       1.592147       1.685659       1.410703       2.848131        1.47188       2.288344    1.814779005       1.898236        2.27445       2.169996       1.901868       1.765144    1.678849322       2.272296       5.268503       3.089821       0.973245       1.548789        1.19386       1.411349       1.534929       1.386903       1.300098       1.492241       5.090953       5.475284            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
733          NO_ID       1.338085       1.308879       0.822321       1.390643       1.317156       1.656259       1.438207      11.586525        7.78058        1.96224       1.771827       1.842714       1.665799       1.808429       1.715033       1.709667       1.807265        1.68602       1.547708       1.917749        2.05482       2.069586       1.996561       7.121967       2.124381       1.613362       1.568084       1.331386       1.626118       1.391719        1.46312       1.655419       1.543503       2.479493       1.672967       2.298307       1.794057       1.897585       2.296954       2.168197       2.008216       1.879802        1.58915       2.286519       4.224436       2.840792       0.902877       1.656172       1.199973       1.247511       1.416019       1.447387       1.395849       1.536122       4.574674       5.395499 0.0009958002905  0.00830533694  0.00238753998 6.397289169e-05  0.00353430557 0.0008039609706 0.0003693198007 0.008114196516 0.002509581862 0.007102395048 8.494194383e-05 0.0005306180864 0.001214915712 0.003210750601 0.003281228686 0.001326218634 0.005035507853  0.01268900167    33.12171666 0.004160627871  0.09532258065   0.7010961177  0.01096833121 0.006016816142    0.312812111 
734          NO_ID       1.338325       1.307335       0.728633       1.335365       1.305732       1.656547       1.436759      11.710901       7.773128       1.997332       1.771139       1.852562       1.698551       1.801221       1.705305    1.747102583       1.799381        1.68497       1.550178       1.952975       2.035516       2.061805       2.066725       7.299319       2.256305       1.612912       1.384947       1.283762       1.631494       1.381655        1.47171        1.71604       1.552247       2.463813       1.701273       2.299799       1.713517       1.897021       2.306634       2.183021        2.02346       1.879086       1.594198       2.149417       4.380436        2.82651       0.803405         1.6879       1.199647       1.240371       1.415783       1.387607       1.430121       1.509624       4.519428       5.386963 0.0009845105288 0.008171906568 0.002285893938 6.658486907e-05 0.002957896602 0.0007400885313 0.0005200761975 0.008241448561 0.002850697723 0.005746158928 6.845170082e-05 0.0005449780316 0.001194727876 0.003193087231 0.003895493798 0.000656893023  0.00481354995  0.01141200918    33.30135871 0.003335909703  0.09524193548   0.7368862305  0.01097257005 0.007232342019   0.3396857576 
735          NO_ID       1.338325       1.315023       0.728241       1.327189       1.304612       1.656771       1.433751      11.592885       7.781192       1.965484       1.771027        1.85365       1.682167       1.800229       1.712753       1.709659       1.801305       1.684976        1.55197       1.921519       2.046392       2.052054       2.066725       7.232783       2.163293        1.61336       1.424497       1.329106        1.63447       1.381623       1.479582       1.715804       1.541775       2.463109       1.701271       2.296547       1.794081       1.897637       2.363978       2.169837       2.007076        1.87915        1.59351       2.151471       3.937044       2.764748       0.907693         1.6471       1.202111       1.231127       1.415795       1.451607       1.431145         1.5086       4.574852       5.343443 0.001003485174 0.008064481887 0.002371758403 6.604462209e-05 0.003614128179 0.0006422717395  0.00050963188 0.008235645951 0.002344461034 0.006544131563 7.765996052e-05 0.000537126966 0.001105867804 0.003308032489 0.002867080622 0.001505385893 0.004453959349  0.01108741765    33.29777948 0.004375433484  0.09516129032   0.7516395423  0.01099376425 0.006397646717   0.3370954657 
736          NO_ID       1.338754       1.292969       0.855134       1.253716        1.39954       1.755118       1.409641      12.024605       7.317224       2.054798       1.788795        2.03753       1.657398        1.90015       1.680305        1.68613       1.752997       1.690148       1.519038       1.916661       2.115907       2.028528       1.922655       6.381793       1.766833    1.651650514       1.437185       1.305042       1.518596       1.341084       1.410485       1.731724       1.414647       2.194991        1.73244       2.266453       1.774762       1.894418       2.306808        2.28734        1.91324       1.821103        1.56483       2.123471       5.361656       2.462983       0.377548       1.535038       1.289567       1.298707       1.423168       1.375376       1.333633       1.547273       4.947418       6.034472 0.0005738701878 0.008036708971 0.003539103388 4.821237589e-05 0.004100173394 0.002091579205 0.0003311987817 0.008070895059 0.002747637948 0.003812257833 5.942454403e-05 0.0005498313426 0.001988957024 0.001836846589  0.00822535393 0.003924302379 0.002129007385 0.007369567357    35.67487885 0.003227255123  0.09677419355   0.6204856235  0.01051477529 0.008741661301   0.3462913208 
737          NO_ID       1.339042       1.308361       0.855262        1.25341       1.402936        1.75467       1.410153      12.110909       7.313192       2.062774       1.771027       2.049818       1.665782       1.900582       1.680313       1.714546       1.752997       1.685028       1.566142       1.921519       2.102691       2.028496       1.922853       6.435041       1.778269       1.744438       1.438677       1.305018       1.518596        1.34055       1.476061       1.722508       1.412751       2.192687        1.70127       2.296423       1.777706        1.89765        2.27404        2.30926       1.876024       1.814271       1.557662       2.122477       5.381112       2.462671       0.383404       1.518078    1.231710558       1.296771          1.416       1.375446       1.319297       1.541369    4.248802147        6.04872 0.0006418501542  0.01078760695 0.003515660944 3.940638746e-05 0.004386387421  0.00222929004 0.0002878376293 0.008015640638 0.002509131489 0.003987688427 0.0002171306031 0.0004346177807 0.002646683647 0.002019818187 0.009796634031 0.005200692567 0.002704609988 0.007613604246    33.38496801 0.003387165079  0.09548387097   0.8387041551   0.0111463625 0.008543618602   0.3481579793 
738          NO_ID       1.339097       1.308383       0.764473       1.327059       1.294425       1.728494       1.426335      11.656781       6.712897        1.95406       1.771139       1.817854       1.670103       1.802341       1.712715    1.696810924       1.807545       1.643824       1.560188       1.922239       2.038136       2.012018       2.073125       7.188719       2.005437    1.611958008       1.581556       1.329822       1.629702       1.382791       1.479364       1.644099       1.511047       2.460741       1.703447       2.302339       1.821741       1.897649       2.297222       2.176293        2.00736       1.864158       1.589392       2.287863       4.005368       2.763718       0.870061       1.663486       1.246407       1.263911       1.498691       1.451623       1.433929       1.492296        4.65052       5.193671 0.0007521323886 0.007738018626 0.003024348428 6.239488457e-05 0.003719620144  0.00050277796 0.0004229941616 0.008175090991 0.002459361004 0.007046238721 2.579425276e-05 0.0005513611458 0.001256815707 0.003190287888 0.003431047041 0.001013524359 0.004630399852    0.011250588    21.84424113 0.004710353067  0.09556451613   0.7570456307  0.01131591612 0.006356329834   0.3332119176 
739          NO_ID       1.339125       1.265361       0.728049       1.325379       1.304612       1.656227       1.429143      11.589311        7.77802       1.964208       1.818131       1.853694       1.663735       1.803301       1.713109       1.710107       1.837145        1.68408       1.550556       1.922159       2.054264        2.05205       2.052901       7.232783       2.032301    1.650123577       1.574356       1.331418       1.634342       1.381735       1.477532       1.656961       1.574543       2.463109       1.766807       2.269763       1.791009       1.896677       2.272778       2.169993       2.010168       1.885294       1.590346       2.251831       4.797452        2.79034       0.907693       1.660988       1.214399       1.229079       1.416003       1.451767       1.434963       1.524992        4.57486       5.525555 0.0004016248648 0.007920034564 0.002203286308 6.566736998e-05 0.003801077458 0.000868792872 0.0005895492012 0.008233783766  0.00189572484  0.00653152618 8.680071823e-05 0.0005288697398 0.001649855971 0.003583348799 0.003313147357 0.001029074335 0.005126011842  0.01177372109    31.06460112 0.005755349201  0.09629032258   0.6894262559  0.01108701874 0.006180640421   0.3374227614 
740          NO_ID    1.339441996    1.258152836   0.9133356978    1.253302324    1.395839858    1.664737637    1.408233409    12.23345335    7.315979613     2.05467841    1.785474681    2.052585891    1.650165511    1.899525653    1.672537145    1.714033682    1.752276854    1.642776027    1.583581923    1.821882478    2.103715041    2.029051644    1.890596721    6.345986279    1.797552822    1.792905774    1.384946599    1.325551356    1.517967772    1.318022395    1.471684958    1.742409768    1.421175231     2.34910328    1.769560462    2.267015088    1.779758293    1.892945501    2.307460423    2.309156254    1.892623912    1.728935104    1.562753903    2.123789423    5.423607568    2.422455238   0.2791155257    1.556737611    1.292067075    1.338405028    1.409620089    1.391782115    1.315456671    1.542216811    5.174778399    5.717672358 0.0004183312244  0.01205430557 0.005274378249 3.414318112e-05 0.004212962684 0.001505964012 0.0006226330944 0.008383960233 0.003274257196 0.004440911197 0.0001278419301 0.0004422461794 0.002833243187 0.001256511113 0.008466990622 0.003830150931 0.003616521027 0.008546315433    28.82408541 0.002229817842  0.09741935484   0.7502489693  0.01109973526 0.008394163066   0.3509711565 
741          NO_ID       1.339442       1.265321       0.913328       1.253302       1.398816       1.665138       1.407721      12.114669       7.324172       2.055614       1.786019        2.05257       1.650166       1.898534       1.672817       1.720146       1.752153        1.64278       1.567198    1.999354763       2.095523       2.036924       1.890597       6.430317       1.795673       1.792906       1.424531       1.329838        1.51592        1.31799       1.479429        1.74243       1.426583       2.348335       1.769562       2.263783       1.794094       1.894162       2.291076       2.300955        1.87624       1.728871       1.561154       2.123213          5.227       2.422453       0.138668       1.516802       1.292099       1.329189       1.410004       1.391782       1.316353       1.541193       5.167098       5.717672 0.0002113893115  0.01254380148 0.005315103864 3.407019277e-05 0.004212918122   0.0014568215 0.0003932218298 0.008192144901 0.003270530039 0.004534788505 5.97274798e-05 0.0004964552303 0.002838326364 0.001260543175 0.009828164805 0.005224450704 0.003778325468 0.008710710202    32.50397298 0.003915936497  0.09596774194   0.7995932369  0.01092170396 0.008686429761    0.350234943 
742          NO_ID       1.339511       1.216719       0.768561       1.325891        1.30268       1.649459       1.405079      11.652805       7.846698       1.940076       1.785483        1.82381       1.665625       1.813181       1.712721       1.711643       1.835097       1.685022       1.532122       1.922047        2.05196       2.044274       1.946654       7.339799       2.021837       1.662889       1.572692       1.330794       1.634342       1.365575       1.479528       1.604121       1.542629       2.418213       1.701255       2.298563       1.814237       1.893541        2.26539       2.152313         2.0416       1.883802       1.590426       2.233655       3.936788        2.76206       0.909885       1.693756       1.205503       1.231199       1.424195       1.398231       1.382473       1.532032       4.768004       5.263827 0.0008141833332 0.008831811339 0.002251811043 6.576031209e-05 0.003718476697 0.001642490164 0.000231547431 0.007979139756  0.00248351702 0.007290300689 1.93596415e-05 0.0005766853679 0.001624339302 0.003520730042 0.003386598252 0.0006552362138 0.001091769797 0.006278790031    23.81478114 0.004629970322   0.0964516129   0.6466730385  0.01107006338 0.006053167538   0.3233624273 
743          NO_ID       1.339587       1.196207       0.777265       1.391939       1.304564       1.652131       1.401367      11.586301       7.845796       1.956268       1.787295       1.788106       1.665783       1.812517       1.704505       1.711643       1.837273       1.684916       1.532372       1.921519       2.053456        2.05205        1.94013       7.232791       2.022057       1.650121    1.442108434       1.331418       1.634342       1.371495       1.479304       1.670669       1.541839       2.452613       1.701255       2.296259       1.792289       1.946801       2.263818       2.157865       2.007056    1.776447881       1.608862       2.257975       3.939316       2.761676       0.911933       1.660972       1.199231       1.231171       1.440579       1.398357       1.382025       1.520888        4.42842       5.395539 0.0007653195106 0.008912910127 0.002219257354 6.604624249e-05 0.003604338542 0.001428931413 0.0002441677362  0.00798499998 0.002992878964 0.007464955472 2.309365419e-05 0.0005724794399 0.001579159702 0.003631237932 0.0008238411461 0.003541161706 0.0001233423002 0.008162846356     23.8192525 0.004495320788  0.09661290323   0.6345616087  0.01105310802 0.004664077859    0.320198299 
744          NO_ID       1.341272        1.18138       0.721831        1.39671       1.398061       1.676165       1.458091      10.636508       7.201568       2.006147       1.795674       1.854587       1.834737       1.838443       1.655514       1.687467       1.733783    1.663328848     1.61545515       1.931384       2.093116       2.000234       1.922572       6.792821       2.559486       1.763634       1.519872       1.414877       1.580529       1.209219    1.563456415       1.685275       1.427939       2.843875       1.481684       2.251464       1.876629       1.898236       2.290674        2.17534       1.910956       1.761964        1.73145       2.271936       5.271543       3.087125       0.827301       1.553749       1.194772       1.411571       1.536869       1.371023       1.301858       1.486289       5.081097       5.649132 0.0005149461308  0.01415860751 0.002501295382 4.915348196e-05 0.004891603397 0.001640048962 0.0004221800166 0.008115488728  0.00475408361 0.006555086018 0.000243239057 0.0003904307963 0.003069217258 0.001433209916 0.003823312344 0.008506068632  0.00423870055 0.008857153831    33.39735716 0.002213448503  0.09572580645   0.9492881714  0.01191359261 0.0004044625322   0.3494795766 
745          NO_ID        1.34185       1.182024   0.7702606287        1.39671       1.371469       1.651955       1.464875      10.559964        7.15416       2.062599       1.793586       1.971963       1.816145       1.846955       1.647288       1.718979       1.730615       1.694869       1.556734       1.935156       2.128548       1.938296       1.976716       6.796135       2.649058       1.773986    1.528565433       1.416405       1.580519       1.211523       1.571383       1.684867       1.411435       2.829479       1.522376       2.250724       1.889449        1.89746       2.298866         2.1681        1.88866       1.788368       1.625154         2.2874       5.268879       2.644225       0.960021       1.526613        1.24642       1.411347       1.532241       1.430931       1.297362       1.534585       5.177713       5.232556 0.0005228145115 0.001710302921  0.00249558474 4.774428313e-05 0.005092448438  0.00116509085 0.0002467751149 0.007987131719 0.004417589339 0.005171259979 0.0001507432161 0.0005025950605  0.00339223943 0.001855007667 0.0005725163323 0.004951274943 0.004933735186  0.00952051993     22.8338128 0.001898286313  0.09620967742    0.769738878  0.01120146743 0.002989198955   0.3529734879 
746          NO_ID       1.341911       1.313032       0.753614       1.249255       1.469559       1.729853       1.415849      10.819165       7.166664    2.055023873       1.793569       1.971771       1.685075        1.87972       1.778131        1.85005       1.776674       1.662096       1.532434       1.853245       2.128389       2.019176       1.904008       7.041861       2.659139       1.659298        1.53536       1.395283       1.471522       1.269309        1.44031       1.684891       1.444171       2.109951       1.718831       2.185191        1.75846       1.962999       2.234425       2.288485        2.02586       1.886702       1.559619       2.160431       4.203922        3.02552       0.173032       1.657676        1.19727       1.295816       1.519954       1.320574       1.428434        1.50853       5.046133       6.524054            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
747          NO_ID         1.3424       1.179332       0.722483       1.379302       1.434925       1.658739       1.458731       10.63574       7.200672       2.019523       1.846046       1.823547    1.791556628       1.846283        1.64113       1.687335       1.733727       1.695015        1.52575       1.937708       2.092828       2.006074       1.948044       6.823541       2.529928       1.763446       1.568064       1.415821       1.563889       1.212003       1.571347       1.718043       1.426515       2.849891        1.47012       2.251224       1.864885    1.900695135       2.290674        2.16842        1.91092       1.774032     1.55916716       2.271628       5.265399       3.090069       0.935653       1.548885       1.166662       1.411401       1.539441       1.366927       1.301346       1.486993       5.088713        5.65838 0.0005148958645  0.01782135694  0.00247945049 4.262093015e-05 0.004761433559 0.002017662961 0.0004222053926 0.008115509305 0.004169454568 0.005568909832 2.349372698e-05 0.0005987396872   0.0025775243 0.002022195424 0.007252116465  0.00278716637 0.003667994817 0.008346951975    33.39665622 0.002746270928  0.09733870968   0.6128865574  0.01089627092 0.006330196592   0.3472314297 
