%eval_id interface DAKOTA_Si_RC_1 DAKOTA_Si_RC_2 DAKOTA_Si_RC_3 DAKOTA_Si_RC_4 DAKOTA_Si_RC_5 DAKOTA_Si_RC_6 DAKOTA_Si_RC_7 DAKOTA_Si_EP_1 DAKOTA_Si_EP_2  DAKOTA_O_RC_1  DAKOTA_O_RC_2  DAKOTA_O_RC_3  DAKOTA_O_RC_4  DAKOTA_O_RC_5  DAKOTA_O_RC_6  DAKOTA_O_RC_7  DAKOTA_O_EP_1  DAKOTA_O_EP_2  DAKOTA_C_RC_1  DAKOTA_C_RC_2  DAKOTA_C_RC_3  DAKOTA_C_RC_4  DAKOTA_C_RC_5  DAKOTA_C_RC_6  DAKOTA_C_RC_7  DAKOTA_C_EP_1  DAKOTA_C_EP_2 DAKOTA_Sr_RC_1 DAKOTA_Sr_RC_2 DAKOTA_Sr_RC_3 DAKOTA_Sr_RC_4 DAKOTA_Sr_RC_5 DAKOTA_Sr_RC_6 DAKOTA_Sr_RC_7 DAKOTA_Sr_RC_8 DAKOTA_Sr_RC_9 DAKOTA_Sr_EP_1 DAKOTA_Sr_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20 
974          NO_ID       1.750508       1.686691       1.620653        1.85557       2.172037       1.944187       2.007148    7.256845612       2.144788       1.562953       1.140495       1.339906        1.53138       1.381511       1.361271       1.554996       4.610013       5.564595       1.408477       1.285257       0.781228       1.383285       1.435714       1.663627       1.456142      11.686397       7.665624       2.492764       1.945262       1.261225       1.677744       1.749977       2.207964       2.139765       1.924697       2.382765        2.56821       6.126122 0.002951113839 0.0009531428001 0.0008844734629 0.006762342227 0.0003259504017 0.0003551937793 0.001504333269 0.009806180789 0.0001907809694 0.007749154778 0.002122429267 0.0003256307457  0.06912280702   0.8167504967  0.02748322986 0.000369555976  0.09548387097   0.9849313667  0.01314285632 0.004897936882 
975          NO_ID       1.750739       1.642698       1.692557       1.947055       2.143433       1.911735       2.016493        6.35558       2.105457       1.564587       1.237037       1.255563       1.487292       1.441826       1.341121       1.649682       4.298005       6.077207       1.423089       1.227422       0.763495       1.303493       1.410257       1.739751       1.448162      10.832253       8.245094       2.525537       1.906099       1.260821       1.686392       1.724112       2.239279       2.164273       1.830747       2.382295       2.420721    7.599607699 0.003253659858 0.003049249346 0.0008154842192 0.006281787501 0.0004729911459  0.00017011027 5.275036756e-06 0.005493926025 0.0001201152961 0.007665216537 0.002673687647 0.0001103692895  0.06929824561   0.8859530026  0.02801873895 0.002535502708  0.09677419355    1.118651949  0.01441026959 0.0005751565043 
976          NO_ID       1.751379       1.636682       1.677925       1.953959       2.144905    2.061491195       1.991917       6.392668       2.462321       1.564323       1.196125       1.254187       1.477798       1.442706       1.307777       1.647634       4.284007       5.772423       1.422805       1.194654       0.759911       1.303597       1.386217       1.741755       1.452194      10.846271       7.989778       2.523745    1.877555572       1.260693       1.686404       1.717932       2.208815       2.163993       1.830587       2.400135       2.575133        7.60317 0.002541586082 0.002233260633 0.0005904955082 0.005898677764 0.0003468381526 0.0002527567544 0.002672413168 0.007458338889 0.0001087214951 0.007660944828 0.002251862327 0.0001982995823  0.06824561404   0.8461338765  0.02781227761 0.005129884162  0.09661290323    1.081643692  0.01406692352 0.001398982651 
977          NO_ID       1.752751       1.645837       1.670552       1.905185       2.137981       1.909507       1.994988       7.633503       1.801424       1.562756       1.212197       1.389395       1.435325       1.437781       1.341078       1.479314       4.253486       6.243453       1.287616       1.207083       0.821092        1.30298       1.406095       1.739587       1.431786      11.567403       7.433317    2.469276979       1.839924       1.129748       1.719173       1.741041       2.170939       2.202633       1.961704    2.429058184       2.603228       6.537162 0.005602210302 0.002789309257 0.0005137277938 0.005678064504 0.0003678921889 0.000262001549 0.0006631845114 0.005079182596 0.0007711754397 0.008520074631 0.003484930528 0.001569750686  0.06824561404   0.8781591601  0.02772840269 0.001722540595  0.09717741935   0.7827055546  0.01105734686 0.0009261906681 
978          NO_ID       1.752875       1.645046       1.689957       1.867735       2.128809       1.905591       1.991969       6.450916       2.368113       1.632131       1.239421       1.255265       1.534908       1.443858       1.357517       1.651354       4.174851       6.086151       1.422649       1.233974       0.768097       1.303461       1.386409       1.739887       1.448418      10.870645        8.18773    2.547311734       1.874707       1.271513        1.69458       1.725618       2.242335       2.166325       1.828731       2.399623       2.404637       7.563842 0.002627259449 0.003888106132 0.0006862368288 0.005788169578 0.000420769299 0.0002099490671 0.001922746095 0.003962047567 4.800107909e-05 0.007601883731 0.002774718897 2.605695705e-05  0.06877192982   0.8610115527  0.02792841211 0.0008815018904  0.09653225806    1.094732813  0.01430005974 0.000301972142 
979          NO_ID       1.753151       1.696573       1.670414       1.901301       2.088797       1.909795       2.001804       7.634271       1.850598       1.632468       1.212517       1.395551       1.439391       1.441861       1.358954       1.473074       4.230534    5.385406315       1.303232       1.198441       0.786008       1.328032       1.388851       1.743939       1.423258      11.485419       7.392197    2.426097741        1.95752       1.212222       1.719073       1.734199       2.149635       2.195337       1.984264       2.459224       2.583364       6.387914 0.003585730133 0.001581557699 0.0007778592059 0.007744960921 0.0005420308674 0.0002064152629 0.0006201239398 0.005715227893 0.000377949738 0.008120610251 0.002300472914 0.0001076805168  0.06929824561   0.8841792706  0.02785098911  0.00105876852  0.09540322581   0.9652373925  0.01165502335 0.001565551425 
980          NO_ID       1.753155       1.704129       1.695437       1.905621       2.082301       1.910415       2.017164       7.523839       1.774021       1.631044       1.214421       1.387043       1.433581       1.433685       1.332334       1.544738       4.246846       5.415055       1.326176       1.252235       0.781494       1.294864       1.466673       1.705795       1.325098      10.697053       7.760981       2.409203       1.828324       1.196218       1.681043       1.742515       2.149763       2.195849       1.984754    2.375722543       2.550552       6.651594 0.003597093428 0.001733826152 0.0002980001311 0.005902026525 0.0006853919297 0.0001151734286 0.001276611997  0.00659174851 0.0004385178983 0.008235180919 0.002207291389 0.0001179741929  0.07035087719    0.905533064  0.02812196962 0.003328408685  0.09758064516   0.8998097209  0.01262147895 0.001370828361 
981          NO_ID    1.753263299    1.702829272     1.67042406    1.905189206     2.09092492    1.909507128    2.001156291    7.633535198    1.857261962    1.632388347    1.212101269    1.390930771    1.435293473    1.442358755     1.33661368    1.479394078    4.253574033    6.242077179    1.288239676    1.204730614   0.8187123961    1.294787839    1.394575389     1.73958674      1.4235939    11.57764303    7.433637214    2.412194466    1.833779746    1.206622155    1.719152729    1.741043044    2.171451427    2.205576789    1.984232251    2.460376346    2.603419585    6.531273954 0.003469973904  0.00266543734 0.0005142807853 0.005945302768 0.0005758312557 0.000195519023 0.0006577358511 0.005087783043 0.000771317122 0.008519599311 0.002061809253 0.0001151783042  0.06947368421   0.8851977708  0.02780582569 0.001752106383  0.09758064516   0.7270086353  0.01105310802 0.000960566965 
982          NO_ID       1.753616       1.659101       1.598094        1.92319       2.168717       1.957957       1.937142       6.458619       2.109157       1.677426       1.163721       1.366972       1.490977       1.373605       1.356718       1.577706       4.793931        5.93495    1.421827201       1.203752   0.8219177629       1.403777       1.454826       1.672881       1.369138      10.794974       7.258052       2.475809       1.895111       1.176204       1.674798       1.744238        2.17213       2.141306       1.922196       2.360138       2.420686        6.57009 0.003078545677 0.002499242475 0.0008759553086  0.00612540746 0.0001720524428 0.0004227813922 0.003003584487 0.004387290242 9.586122022e-06 0.007493979891 0.001659282841 0.0002589760026  0.06859649123   0.7933387353  0.02732193194 0.0008052532819          0.095    1.030210029  0.01316828936 0.002038878599 
983          NO_ID       1.753784        1.71041       1.667111       1.984939       2.144553       1.901367       2.021613       5.729922       2.507377       1.562529       1.141149       1.257827       1.474682       1.410818       1.351085        1.64969       4.281339       5.758503       1.419201       1.299102       0.764639       1.303587       1.385837       1.748091       1.440258      10.805117       8.253714       2.516481       1.817128       1.269333       1.697412       1.721984       2.237979       2.175369       1.830589       2.400947       2.427805       7.569984 0.002068853024 0.001866894721 0.0008591029069  0.00520991857 0.0005830918359 0.0001842269312 0.002286197126 0.005364653786 8.679244607e-05 0.007647014451 0.002572449991 0.0001000505119  0.07035087719   0.8682058221  0.02785744103 0.0006065714214   0.0960483871    1.069936714   0.0140754012 0.002732365835 
984          NO_ID    1.754334426    1.652446551    1.528997653    1.871485788    2.095235681    2.019915078    1.973773611    5.754961027    1.937941264    1.630527149    1.282922647    1.338686266    1.489039825    1.387534503    1.410421579    1.629091573    4.958181304    6.105968209    1.312211446    1.288582907    0.830910983    1.383542084    1.406402788    1.726036131    1.309386789    11.70214552     6.35429575     2.41339024    1.941347971    1.227978381    1.554873659    1.849682398    2.142424932    2.099871312    1.859168186    2.435660613    2.650088894    7.054359763 0.003549277099 0.005187983626 0.0006229044598 0.007327412066 2.39799309e-05 0.0005747390953 0.003353328895 0.003840891064 0.0005958466658 0.008367326086 0.002436974307 0.0002329449962  0.07105263158   0.6349629998  0.02712837443 0.001679160432  0.09612903226    0.620315689  0.01009513009 0.001874632878 
985          NO_ID       1.754356       1.686807       1.604725        1.85491       2.185221       1.945747        2.00142    7.618212744       2.156244       1.560649       1.146759       1.321981        1.53842       1.380653       1.363319       1.563124       4.607315       5.562547       1.391069       1.209609       0.779692       1.383573        1.45517       1.663563       1.456062      11.703293       7.583096       2.488556        1.94711       1.260713       1.710512       1.749145        2.20182       2.137757       1.938009       2.431917       2.781202       6.126314 0.003081964497 0.001551597929 0.0006900271174  0.00680362183 0.0002784685119 0.000392741995 0.0008044059587 0.009109479266 0.0001748300709 0.007748307021 0.002181840335 0.0002354978028  0.06842105263   0.7915112616  0.02736709535 0.0001356317593  0.09596774194    0.936177437   0.0127316888 0.004699343478 
986          NO_ID       1.754356       1.687235       1.604789       1.849022       2.165381       1.944075       2.001292       5.754704       2.139892       1.562489       1.146755        1.35735       1.531364       1.379815       1.355127       1.563508       4.652209       5.580979       1.385367       1.290345        0.80222       1.383541        1.45799       1.663515       1.468446      11.646077        7.66498       2.487148       1.946294       1.259433       1.677744       1.763565       2.201828       2.137765       1.943129       2.383021       2.660242        6.63761  0.00251639963 0.001857343892 0.0009223631453 0.006750307508 0.0003324519961 0.0003403864388 0.001683766636 0.006108734688 0.0002249877483 0.007798785606 0.002089760341 0.0003657323644  0.06947368421   0.8304955444  0.02743806644 0.0005961950725  0.09556451613   0.9715200625  0.01280798793 0.002989028125 
987          NO_ID       1.754356       1.692099       1.539189       1.851006       2.185349       1.944091        2.00196       5.742208       2.148884       1.527241       1.144199        1.34159        1.52998       1.387549       1.365091       1.569652       4.602893       5.564595       1.416273       1.288457       0.787884       1.385589       1.451906       1.663627       1.456094      11.668477       7.665016       2.486684       1.972266       1.260905       1.710512       1.748953       2.203964       2.137749       1.928793       2.317229       2.646978       6.912554 0.002429091008 0.0006774820979 0.000911652766 0.007175395909 0.0001422906494 0.0005005250841 0.002791201097  0.01093244102 0.0002054630704 0.007748535421 0.002068062495 0.0003925741552  0.07140350877   0.6699857329   0.0271928936 0.0008503528277  0.09637096774   0.7953015186  0.01227389404 0.005355562259 
988          NO_ID        1.75436       1.655869        1.59659       1.888502       2.158473       1.976877       1.918792       6.802755       2.112025       1.691248       1.179721       1.366076       1.461727       1.388581       1.358718       1.587082       4.787083     5.43075187       1.271744       1.224968       0.880344       1.405825       1.455938       1.679953       1.325074      11.324414       7.271804       2.519889       1.945223       1.260821        1.72715       1.764926       2.205954       2.137844       1.924684       2.360094       2.573836        6.12757 0.003160691737 0.002174458582 0.0005072862045 0.006737283693 0.0001640658046 0.0004329230391 0.001968458614 0.004460833441 0.001066570515  0.00879168613 0.002099153894 0.0003629628405  0.06859649123   0.7864460916  0.02731548002 0.0004307472108   0.0935483871   0.7795752807  0.00859034176 0.001000355592 
989          NO_ID       1.755055       1.702797       1.662136       1.900073       2.090925    2.022432955        1.99886       7.633535       1.868405       1.631708    1.155795767       1.389399       1.435285       1.431637       1.332158    1.644915767       4.250238       6.242077       1.280048       1.204715       0.785896       1.302592       1.393903       1.739715       1.398826      11.334187       8.208773       2.437282       1.833782       1.223006       1.730397       1.740003       2.170907       2.207881        1.98468       2.461668       2.601372        7.05665 0.003340449932 0.004056354573 0.0003539808087 0.005812976748 0.000571624729 0.000197019962 0.003227451624 0.002786426969 0.0009246174577 0.008646941893 0.002383521617 0.0001130166614  0.06964912281   0.8797328105  0.02789615253 0.0003963775568  0.09629032258   0.8082846913  0.01031978863 0.0007222421622 
990          NO_ID       1.755358       1.695877       1.629742       1.843136       2.053433       1.993198       1.937191    5.967034638       2.483609       1.576635       1.211382       1.238613       1.416011       1.344398       1.323747        1.48048       4.898575       6.163952        1.28976       1.239643       0.780293       1.230111        1.46818       1.690381       1.311059      10.944628       7.366451       2.476641       1.931977       1.222876       1.601077       1.851575       2.201105       2.220921       1.831815       2.431594       2.182584       6.332762 0.002078067589 0.002313423134 0.0003987829793  0.00686740087 0.0004035431196 0.0003058730888 0.001489690913 0.006663776462 0.0006968091072 0.008551717371 0.001977397853 0.000252284381  0.06964912281   0.8249281654  0.02758000861 0.003777472004  0.09491935484    0.857220969  0.01010360777 0.001300379049 
991          NO_ID       1.755368       1.645764       1.696453       1.906479       2.090918       2.009321        2.06062       6.246259       2.453805       1.583886       1.207852        1.35825       1.466218       1.450064       1.332512       1.661731       4.581873       5.941498       1.326245       1.203616       0.748719       1.264058       1.469428       1.677122       1.325114      10.651987       7.488567         2.4348       1.934626       1.196254       1.618835       1.854706       2.162034       2.170788       1.984745       2.369754       2.720159    7.593774756 0.002350166998 0.003015811244 0.0005393839183 0.007016662828 0.0004467822622 0.0001885730567 9.524821716e-05 0.005305428509 0.0002734219758 0.008026101796 0.001910267643 8.299200159e-05  0.06929824561   0.8553238597  0.02806390236  0.00249682759  0.09661290323    1.012111166  0.01266386736 0.0005944997287 
992          NO_ID       1.755375       1.699157       1.670296       1.905109       2.090951       1.910987       2.033932       7.605631       1.860565       1.631012       1.206725       1.390547       1.461917       1.433685       1.336262       1.542626       4.245638       5.413957       1.328048       1.204731       0.818688       1.295178       1.461929       1.726531       1.422814      11.569243       7.433653       2.439918       1.845732       1.190198       1.694199       1.726195       2.171067       2.207877       1.988328    2.376687922       2.603418       6.598894 0.003435370264 0.001830279527 0.0006175794788 0.005915192349 0.0005383577711 0.000207732708 0.000475438633 0.006019661793 0.0002573293949 0.007958524032 0.001882312343 0.0001947184456  0.06929824561   0.8782997388  0.02787679678  0.00264033906  0.09620967742   0.9363283397  0.01228661056 0.001149467562 
993          NO_ID       1.755444       1.687235       1.607157        1.85715       2.185285       1.943563       2.001292      6.9095062        2.14546       1.543625       1.126279       1.347494       1.528484       1.387543       1.363431       1.579892       4.610397       5.679283       1.412573       1.269097       0.782764       1.383541       1.457298       1.662299       1.466078      11.697133       7.654344       2.498012        1.86335       1.260713        1.71768       1.749969       2.169052       2.150045       1.868025       2.382761       2.650066       6.257194 0.002720445101 0.0006157694286 0.0008302749921 0.005666347662 0.0002995505368 0.0003727370347 0.004601312357  0.01235154635 0.000178262168 0.007722929865  0.00232843032 4.181938874e-05  0.06929824561   0.8031618413  0.02745097027 0.001860691752  0.09556451613   0.9774621726  0.01311742328 0.005433478827 
994          NO_ID       1.755448       1.655869       1.599022        1.89055       2.158409       1.976365       1.918792       6.749507       2.112697       1.674864       1.159241       1.372092       1.458847       1.388565        1.35883       1.603466       4.787467       5.418936       1.271744     1.20029103       0.881368       1.405825        1.45525       1.678689       1.334994      11.320302    7.261132123       2.530769       1.863303       1.260821       1.734318    1.764918254       2.173186       2.150132       1.868012        2.36009       2.573772       6.258642 0.003015049834  0.00212525997 0.0003430061277  0.00562004232 0.0001611237055 0.0004309314085 0.002444764261 0.004423696201 0.001081453509 0.008812618734 0.002303526872 4.881641104e-05  0.06859649123   0.7816924667  0.02733483577 0.0002419460418  0.09387096774   0.7579676569 0.008522520314 0.001492309575 
995          NO_ID       1.755448       1.655869       1.599022        1.89055       2.158409       1.976365       1.918792       6.749507       2.112697       1.674864       1.159241       1.372092       1.458847       1.388565        1.35883       1.603466       4.787467       5.418936       1.271744        1.20356       0.881368       1.405825        1.45525       1.678689       1.334994      11.320302    7.261132123       2.530769       1.863303       1.260821       1.734318    1.764918254       2.173186       2.150132       1.868012        2.36009       2.573772    6.340878821 0.003015049834  0.00212525997 0.0003988891951  0.00562004232 0.0001611237055 0.0004309314085 0.002444764261 0.004423696201 0.001075534569 0.008802371573 0.002303173034 3.274313171e-05  0.06859649123   0.7816924667  0.02733483577 0.0002419460418  0.09370967742   0.7654933133 0.008543714515  0.00150325823 
996          NO_ID        1.75554       1.648491       1.601565       1.825076       2.176781       1.943279       1.932608       5.841626        2.16621       1.505978       1.156593       1.312509       1.528046       1.364147       1.362211       1.578868       4.560148       5.517295       1.403803       1.284873       0.795976       1.407141       1.418454       1.664667    1.413278409      11.791357         7.6251       2.487508       1.832276       1.235385       1.715696       1.757789       2.203352       2.165797       1.929973       2.382329       2.785774       6.211234 0.002839687041 0.0005815020999 0.0009451976349 0.005365822523 0.0001355355109 0.0004304819515 0.003401356641  0.01145790071 0.0002240932461 0.007768684056 0.001827541185 0.0005827132682  0.06824561404   0.7910707561  0.02730257619 0.001026464528  0.09508064516   0.9853345814  0.01285885401 0.005253537666 
997          NO_ID       1.755614       1.647685       1.631412       1.839344       2.054661       1.983702       1.998615       5.750387       2.462105       1.577323       1.227734       1.230911       1.489043       1.346958       1.351543       1.481732       4.870223       6.180976       1.289256       1.235483       0.743899       1.242143       1.471938    1.737276257       1.302871       11.02962       7.403065       2.475617       1.937129       1.223692       1.599995       1.852343       2.180305       2.245339       1.949683       2.438076       2.011404        6.46229 0.002262733997 0.002803940829 0.0003778044899  0.00749555922 0.0002524308528 0.0003373886843 0.001744373279 0.004670594988 0.0007697987944  0.00860981754 0.002386558725 0.0002615627128  0.06789473684   0.8216878946  0.02754129711 0.0004173424252  0.09459677419   0.9178978221  0.01023501182 0.001250849924 
998          NO_ID       1.756302       1.618452       1.567356       1.847039       2.115767       1.905488       2.013606       5.851786       2.443607       1.546217       1.196294       1.297194    1.443546169        1.31617       1.263968       1.638713       4.716713    5.554610717       1.368329       1.229961       0.848045        1.30281       1.444628       1.694414    1.334445658      11.832221       7.183654       2.542523        1.88336       1.119419       1.647392       1.794518       2.199673       2.251676       1.923181       2.313068    2.029191209       6.604823 0.002647353982 0.001306188226 0.000768172695 0.006280605892 0.0001139172816 0.0005648613498 0.008919349441  0.01259698679 4.899461994e-08 0.007608571136 0.003961360618 0.001754821402  0.06807017544   0.7039573889  0.02713482635  0.01067572437  0.09467741935   0.9167535544  0.01193054797 0.004155490687 
999          NO_ID    1.757677719    1.618451635    1.575547822    1.845951093    2.115383255    1.911632266    2.013602264    6.718090003    2.444935065    1.544553312     1.19629369    1.297177613    1.541821603    1.316126039    1.290335556    1.613112632    4.646828772     6.23995607    1.368346642    1.229929206   0.8477607805    1.307482082    1.456916401    1.694653782    1.298291324    11.83209261     7.11811818    2.542843426    1.882848437    1.119233475     1.65987205    1.794526156     2.19968511    2.251419872     1.97847725    2.313068364    1.843260693    6.604874646 0.002689636494   0.7359563218 0.0007010677665 0.006366985617 7.539340023e-05 0.0005581524824 0.006941976688  0.01198973329 3.539346189e-05 0.007631044929 0.003958336146 0.001792668076  0.06789473684    0.700053536  0.02713482635 0.007637816057  0.09516129032    0.890714213  0.01215096767 0.002820306925 
1000         NO_ID         1.7596       1.699215       1.688502       1.964585       2.180015       1.975899       2.026674       7.372471       2.624131       1.628805       1.291265       1.299213       1.466066       1.332685       1.389894       1.514061       4.356732       5.679292       1.261462       1.222377       0.770956       1.334854       1.375564       1.694424       1.349678       11.90545       7.160727        2.49921       2.011989       1.257785       1.713813       1.813005       2.264467       2.205727       1.906885         2.4228       2.673902       6.207242 0.002445742388 0.002198148679 0.0005124701681 0.007803232724 0.0005524409918 0.0002026175573 0.0002684577092 0.006076653188 0.001153216692 0.008929996054 0.002722677346 9.847121386e-05  0.07035087719   0.8338957106  0.02797357553 0.0006424955846          0.095   0.7873351544 0.009565275045 0.001117964346 
1001         NO_ID    1.759600048       1.699215       1.688382       1.964585       2.180015       1.918555    2.020529747       7.372471       2.624123    1.616368721       1.291249       1.299213       1.416914       1.332685       1.389902       1.512525       4.336252        5.68118        1.26143       1.222377       0.783116       1.335334       1.372492       1.702616       1.349678    11.84400981       7.160727       2.499178       2.009747       1.290553       1.713821       1.815565       2.264343       2.205723       1.906885       2.439184       2.673902        6.73153 0.002445742388 0.002252962766 0.0005091814866 0.007803232724 0.0005524409918 0.0002026154956 0.0002686549267 0.006081087234 0.001141721387 0.008913736402 0.003013660574 0.0002046431391  0.07035087719   0.8338957106  0.02797357553 0.0006566529758          0.095   0.7810375404 0.009556797365 0.001239160478 
1002         NO_ID       1.759603       1.666258       1.622844       1.964722       2.181806       1.919578       1.929394       6.045371       2.099898       1.514905        1.12728       1.348832       1.416914       1.332684       1.428764       1.545268       4.598396       5.943313       1.417078       1.222377       0.815884       1.357862       1.446164       1.669792       1.349679      11.451388       6.620052       2.536035       2.009746       1.290544       1.725084       1.700876       2.202902       2.140187       1.857733        2.29992       2.698505       6.731531 0.002749761773 0.0008139458861 0.0006492398597 0.007804194955 0.0003186107947 0.0003214102815 0.004027696615  0.01060859131 5.861879898e-05 0.007550110876 0.002171111464 0.0003278522218  0.06877192982   0.8440603924  0.02755420094 0.001535189851  0.09564516129    1.044809697  0.01363880064 0.002085544181 
1003         NO_ID       1.759662        1.58442       1.587444      2.0009193       2.117323     1.92675568       1.978146       6.643336       2.265511       1.529185       1.203222       1.351066        1.49509       1.291342       1.292762       1.606457       4.672393        6.24098       1.368075       1.230441       0.845911       1.323898        1.45458       1.700822       1.298483      11.823011       7.318646       2.541459       1.915624       1.119931       1.653472       1.800318       2.199653       2.216649       1.966351       2.310828    2.058506488       5.511139 0.004788313063 0.002374399897 0.0008123366499 0.006473561269 0.000157923642 0.0005368857437 0.004539268543 0.008920634022 4.209271236e-05 0.007628635406 0.003782611401 0.001531874727  0.06649122807   0.7278757877  0.02708966293 0.006799229326  0.09427419355     1.00708461    0.012248461 0.001981037568 
1004         NO_ID       1.759907       1.665742       1.618804       1.986162       2.185294       1.976846       1.935922       6.047323       2.079266       1.514953       1.147716       1.341664       1.513934        1.45308       1.427988       1.534324       4.594818       5.892657        1.41229       1.192713       0.783252       1.357382       1.457616       1.662664        1.32508      11.570196       7.139704       2.547739       2.011092       1.268912       1.717948       1.684442       2.202506       2.165887       1.825485       2.291152       2.715657       6.126147 0.002798064093 0.0008552994349 0.0007156403531 0.007802023284 0.0002847313797 0.0003449840953 0.004129653911  0.01070632787 1.100857504e-05 0.007501430688  0.00196372244 0.0004822678231  0.06894736842   0.8330363948  0.02750258561 0.001504927502  0.09548387097     1.06968367  0.01349891891 0.002057630463 
1005         NO_ID       1.760422       1.701358       1.678863        1.81608       2.022227    1.962403478       1.914335       7.585892       2.074112       1.636241       1.211102       1.357623       1.389782       1.368561       1.257776       1.540891       4.045826       6.086295       1.325038       1.307652       0.727729       1.275858       1.466904       1.729282       1.373471      11.263794       8.188288       2.487561       1.947014       1.243392       1.582268       1.712198       2.118991    2.154655359       1.986428       2.427218       2.798167       6.608998 0.003033278603 0.001459903155 0.0009100771894 0.007198043855 0.0005538799368  0.00019755395  0.01004900128  0.01360536969 0.0004367014033 0.008210285256 0.002994704972 0.0006721446346   0.0701754386   0.8674225103  0.02794776786  0.01176323739  0.09532258065    1.004135858  0.01238834273 0.004793487498 
1006         NO_ID       1.760442       1.668574       1.714264       1.967637        2.12871       1.944379       1.984381       6.921971       2.665333       1.570707       1.247964       1.373491       1.463142       1.349541       1.422815       1.510014       4.783103       5.958725    1.378650217       1.176618       0.883408       1.382347       1.335977        1.68914       1.493415      10.993762       7.035189       2.505333       1.832325       1.120262       1.647788       1.743727       2.250267       2.153604        2.00422       2.442829        2.46639       6.641775 0.002265076912 0.0008972844723 0.0005928491335 0.005299640238 0.0005508176512  0.00015318141  0.00694813659   0.0138031315 0.0002782074568  0.00782859291 0.004733304324 0.002216120754  0.07035087719   0.8383838101  0.02823810412 0.002435794483   0.0985483871   0.8672284853  0.01387193686  0.00455449291 
1007         NO_ID       1.760478       1.695905    1.644900016       1.948639       2.035426       2.051268       2.074052       6.785827       1.958881       1.657278       1.253362       1.357603       1.482217       1.311962       1.302745       1.618001       4.374286       5.983759       1.357288       1.235999       0.877693       1.267614       1.334768     1.66664203        1.45621      11.890809       7.114101       2.478319       1.934028       1.288103       1.732215         1.7269       2.180288       2.188253       1.815291       2.431547       2.530752       7.605174 0.002919004181 0.002130723893 0.0005477489276 0.006889292071 0.0004901893366 0.0002401698965 0.003877561581 0.008426311697 0.0001591456199 0.007907121556 0.002759575478 0.0003705949372   0.0698245614   0.8729110183  0.02774775844 0.006295207787  0.09629032258   0.9423272278  0.01262571779 0.002168217071 
1008         NO_ID       1.761712       1.639536    1.589050239       1.888369       2.142807       1.936416       1.948922       7.117912        1.69618       1.639872        1.24307       1.304611       1.392266       1.444651       1.428689        1.49022       4.902337       5.946208       1.346913       1.170337       0.831367       1.400615       1.405582       1.734964        1.43643      10.757435       6.712408       2.466428       1.966921       1.288362       1.572503       1.772504        2.19454       2.142103        1.94633       2.427687       2.445559       7.145454  0.01043340111 0.0006649061429 0.0004489472791 0.007496137202 7.926354446e-05 0.0004672900063 0.004266132677  0.01087091653 0.000256652703 0.007880758779 0.002727473114 0.0003879253795  0.06807017544   0.7804777931  0.02721870127 0.001462173102  0.09588709677   0.8864651594  0.01173132248 0.002681528934 
1009         NO_ID       1.762491       1.629338       1.522352       1.907808       2.027971       2.049659       2.008368       6.676355       2.046224       1.694472       1.140495       1.372674       1.457149       1.357062       1.355466       1.620434       4.585488       5.402635       1.262861       1.306464       0.752517       1.278824       1.419302       1.717371       1.463939      10.900086       7.027667       2.409666       1.884159       1.236241        1.64794       1.832455       2.159289       2.188724       1.843785       2.367598       1.959878       7.211343            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
1010         NO_ID    1.762564636       1.702865       1.670296       1.905109       2.090921       1.910915       2.001164       7.596671       1.860565       1.631556       1.206725       1.390547       1.433245       1.432661       1.336614        1.54493       4.245638    5.414768724       1.325792       1.206779        0.81868       1.294852       1.461825       1.726275       1.422826      11.569451       7.433653       2.412782       1.836516       1.190238       1.694711       1.726195       2.171067       2.209161       1.984232       2.460378       2.603416       6.598858 0.003338466036 0.001884078379 0.0006175820189 0.005917336776 0.0005733913056 0.0001962983568 0.0004052291724  0.00596243015 0.0002573315096  0.00795852609 0.001978509915 4.812821363e-05  0.06964912281   0.8802119964  0.02789615253 0.002650307081  0.09629032258   0.9283757505   0.0122908494 0.001266745662 
1011         NO_ID        1.76344       1.639472       1.570254       1.888737       2.036653        1.94288       1.935098       7.126136       1.708174          1.613       1.210302    1.337240718       1.359402       1.444803       1.421473        1.49006       4.823169       5.946256       1.347965       1.169313       0.852103       1.406183       1.405658       1.735872       1.436422      10.746391       6.319186        2.47046       1.968217        1.29297       1.573527       1.668208       2.203688    2.155491793        1.90669       2.410535       2.584603       7.149926  0.00963469526 0.0007314017371 0.0004102118527 0.007811479837 1.20249737e-05 0.0005217691438 0.004082388828  0.01068261079 0.0002885439265 0.007903590606 0.002510102912 0.000209899796  0.06859649123   0.7315763973  0.02712837443 0.001554673528  0.09629032258   0.8135583484  0.01143884249 0.002610264646 
