%eval_id interface DAKOTA_In_RC_1 DAKOTA_In_RC_2 DAKOTA_In_RC_3 DAKOTA_In_RC_4 DAKOTA_In_RC_5 DAKOTA_In_RC_6 DAKOTA_In_RC_7 DAKOTA_In_RC_8 DAKOTA_In_RC_9 DAKOTA_In_EP_1 DAKOTA_In_EP_2 DAKOTA_In_EP_3  DAKOTA_N_RC_1  DAKOTA_N_RC_2  DAKOTA_N_RC_3  DAKOTA_N_RC_4  DAKOTA_N_RC_5  DAKOTA_N_RC_6  DAKOTA_N_RC_7  DAKOTA_N_EP_1  DAKOTA_N_EP_2  DAKOTA_P_RC_1  DAKOTA_P_RC_2  DAKOTA_P_RC_3  DAKOTA_P_RC_4  DAKOTA_P_RC_5  DAKOTA_P_RC_6  DAKOTA_P_RC_7  DAKOTA_P_EP_1  DAKOTA_P_EP_2 DAKOTA_Li_RC_1 DAKOTA_Li_RC_2 DAKOTA_Li_RC_3 DAKOTA_Li_RC_4 DAKOTA_Li_RC_5 DAKOTA_Li_RC_6 DAKOTA_Li_RC_7 DAKOTA_Li_RC_8 DAKOTA_Li_EP_1 DAKOTA_Li_EP_2 DAKOTA_Ge_RC_1 DAKOTA_Ge_RC_2 DAKOTA_Ge_RC_3 DAKOTA_Ge_RC_4 DAKOTA_Ge_RC_5 DAKOTA_Ge_RC_6 DAKOTA_Ge_RC_7 DAKOTA_Ge_RC_8 DAKOTA_Ge_RC_9 DAKOTA_Ge_EP_1 DAKOTA_Ge_EP_2 DAKOTA_Ge_EP_3       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19 
345          NO_ID       2.669204       2.233171       1.499999       2.053951       1.807434       1.957425    1.949132913       1.611213       1.989361       2.480415       4.075232       5.451465       1.380731       1.164293       0.831266       1.056224       1.112776       0.947928        1.18242       2.287906       2.692108       1.880669       1.780827       1.178999        1.75336       1.649433       1.997772    2.067571467        4.35619      10.585932       1.746187       1.483398       1.413424       1.580082       1.338997       1.430769       1.646803       1.515677       2.816454        1.56376       2.136793       1.785836       1.912105       1.935269       1.810225       2.658595       2.367469       1.876321       1.853787       6.505261       2.408038       5.878281   0.0635452699 2.049370021e-05 0.002477882734 5.245924799e-05 0.001290917145 0.003300473344 0.002616590885 5.127913004e-06 0.0007982845671 0.001880738466 0.002179380727 0.009343378373  0.01031049787  0.03605905391  0.03822232094   0.6225882353    9.554142167  0.02182885532 0.005076868702 
346          NO_ID       2.669332       2.236435    1.335647069       2.086207       1.881226       1.957617       2.437405       1.609949       1.986807       2.507823       4.071136       5.451597       1.380747       1.148309       0.832082       1.078992       1.124768       0.937272       1.247912       2.287908       2.697252       1.879643       1.777199       1.183041       1.741056       1.649433       1.999312       1.948331       4.402526      10.767564       1.747835        1.47879       1.413644       1.590322       1.339413       1.444241       1.663187       1.488245       2.814478       1.615848       2.142377        1.77902    1.887418761       1.942565       1.810369       2.648227       2.354669       1.818849       1.853755       6.504685        2.38148       5.878613  0.05650789992 3.437796808e-05 0.002545403283 5.102111666e-05  0.00130303507 0.003150098176 0.002521460337 5.127913004e-06 0.0007990515828 0.001786274511 0.002240460162 0.003914435922 0.001132971091  0.05147415366  0.04138682586   0.6163529412    9.457812389   0.0194745179 0.004277999362 
347          NO_ID       2.671983       2.332689       1.433948       2.001705       1.864827       1.933041       2.239205     1.57662289       1.939703       2.016304    3.616938552       6.106963       1.427131       1.148311       0.911177       1.122003       1.108385       1.003199       1.215145       2.427143       2.303753       1.887835       1.710891        1.19912       1.610008       1.746968       1.835474       2.079209       4.135805      10.767739       1.674746       1.544381       1.409536    1.651107402       1.208102       1.583683       1.712343        1.55635       2.166798       1.615853       2.270449    1.810390015       1.831275       1.964067       1.895884       2.590872        2.29326    1.778431794       1.853759       5.876968       2.383196       5.681972   0.1907146823 3.180925044e-05 0.002432409411 7.511706464e-05 0.001532529945  0.00163518082 0.002387019106 5.127913004e-06 0.0008271730342 0.001721144332 0.003157581988 0.0006152523707  0.00234599215  0.01151440724  0.02756410541   0.5878823529    10.42992474  0.00955266732 0.0006689441871 
348          NO_ID       2.672052       2.369347       1.445208       2.098521        1.86274       1.881774        2.55413       1.543275       2.060683       2.662202       3.714822       6.155703       1.421562       1.076119       0.966412         1.0854       1.202615        0.99455        1.13565       1.697539       2.828776       1.880812       1.776054       1.288965       1.770103       1.697617        1.96419         2.0536       4.463479      11.166672       1.717059       1.486771       1.415085       1.527843        1.30442       1.596777        1.69593       1.534111       2.157758       1.309411       2.225836       1.802061       1.772441       1.805863       1.795992       2.672877       2.238695       1.884431       1.914083       6.422736       2.801565       5.478711            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
349          NO_ID    2.685623172    2.233111705    1.500918108    2.053936768    1.934462277    1.920608979    1.579649953     1.67674982    1.907472741    2.250417376    4.177206208    6.016442045    1.376441669    1.033209007    1.011488591    1.089000474    1.243852171    1.046204053    1.063524311    2.435106876    2.265766037    2.001021026    1.804766352    1.285493484    1.622468098    1.779929627    1.874893746    1.986807535    4.552771997    11.63435426    1.705227732    1.483377571    1.298747131     1.57114584     1.39531434    1.578209408    1.777754818    1.431255999     2.87379614    1.793137797    2.202339474     1.81860047    1.846515968    2.000781143    1.909809476    2.591004559    2.260781617    1.915039204    1.893208612    6.046529641    2.637415111    5.644809096    0.105900377 3.537077809e-05 0.003224974207 4.050539542e-05 0.001402055673  0.01522099167  0.01479673113 5.127913004e-06 0.000584596684  0.00222738345 0.003129783863 0.009585993238  0.01058648437  0.02164120599   0.0060576667   0.8314117647    14.24634276  0.06765995721  0.01259971712 
350          NO_ID       2.686007       2.236184       1.500918       2.053425    1.804113185       1.921377    1.599938076       1.675502       1.904913       2.278065       4.177206       6.016446       1.376458       1.035145       1.015601       1.088728       1.255852       1.035452        1.12906       2.435101       2.270886       2.001019       1.804718       1.289573        1.61018        1.77993       1.873106          1.995       4.551236      11.814066       1.706892       1.427698       1.300331       1.603914       1.395474       1.580417       1.787995       1.431248       2.871052       1.815594       2.203827       1.818952       1.826548     1.91680302       1.910001       2.592925       2.261294       1.894534       1.893113       6.045954       2.627241       5.645213            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
351          NO_ID       2.691827        2.18853       1.411765       2.021875       1.821752       2.005305       2.034576    1.601671047       2.077646       2.833666        4.04277       6.088171       1.310773       1.154973       0.862165       1.189061       1.138215       1.006209       1.252629       1.946362       3.013574       1.897371       1.837613       1.263182       1.673221       1.716246       1.978931       2.041323       3.937312      10.621371       1.615072       1.525631       1.366089       1.535054       1.277402       1.505377        1.79038       1.599255       2.869085       1.448359       2.288331       1.784412       1.755478       1.808795    1.809931509       2.557304       2.252838       1.864878        1.84712       6.225669       2.972425       6.000331   0.5008916816 3.993158752e-05 0.002415606029 6.296045715e-05 0.001170150237 0.007846577926 0.007091919685 5.127913004e-06 0.0006179967165 0.003040206823 0.001845946028 0.007959153092 0.008006799489 0.002360932692  0.01861004476   0.7669411765    15.80412238   0.0418631457 0.005485272438 
352          NO_ID       2.696263       2.185665       1.323951       2.161011       1.953131       1.922933        1.58354       1.598533        1.93548       2.554856       3.393683       5.704754        1.31964       1.010231       0.845373       1.076747       1.101469       1.082964       1.076263       2.362104       2.879152       2.012363       1.822546       1.256714       1.646519       1.829552       1.905366       2.032128       4.007447    10.86652771       1.687609       1.387064       1.320032       1.634097       1.394571       1.425427       1.636194       1.431414       2.672083        1.23232       2.263244       1.801048       1.871174       1.819161       1.892505       2.645991       2.266958       1.734262       1.992763       5.892406       2.765467       5.806559            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
353          NO_ID       2.696311       2.296071       1.471604       1.971052       1.886954       1.905851       2.107901       1.609372       1.931381       2.037688        3.33737       6.158202       1.442525       1.107187       0.855341       1.118744       1.106762       1.031467       1.114286       2.230478       2.416611        2.07802        1.87371       1.229165        1.64494       1.742881       1.941838       2.035087       4.385267      10.995642       1.674752       1.459796       1.296803       1.521655       1.290954       1.514356       1.688356       1.546901       2.478536       1.513745       2.246909       1.758315        1.81574        1.92334        1.75802       2.577445       2.415083       1.788708       1.869887       6.038366       3.019709       5.777789    0.438826755 2.477202029e-05 0.003447302983 5.225457008e-05  0.00113269912 0.005884414211 0.005545828644 5.127913004e-06 0.0005303106812 0.003046694646  0.00224883929 0.0004070379044 0.003438891484   0.0155472053  0.01452956765   0.7038823529    12.24568906  0.03839890635  0.00585041009 
354          NO_ID       2.697971        2.25493       1.413285       2.001039        1.81356       2.009357       1.997712       1.518118       2.083112       2.827314        4.04421       6.086643       1.308213       1.187741       0.858993       1.187045       1.132951       1.044097       1.187221       1.986298       3.016236       1.897115       1.846765       1.263438       1.701927       1.717366       1.970355       2.106855       3.937376      10.624251       1.614848       1.568575       1.357441        1.52275       1.283546       1.538291       1.782412       1.598943       2.869785       1.318311       2.266859       1.784444       1.784398       1.813771       1.797783       2.551818       2.242344       1.863598       1.847078       6.215909       2.732525       6.004165   0.2822943793 4.674672266e-05 0.002375940056 5.875691556e-05 0.001225905496  0.01106710807  0.01177784728 5.127913004e-06 0.0004931715305 0.002268145452 0.002236688504 0.007333828867   0.0091515504   0.0174535472  0.01970260583   0.5015294118    11.60739987 0.001065841457 0.005083383435 
355          NO_ID    2.701801113     2.22297192    1.372216814    2.098632343    1.918453999    2.027013799    1.585879695    1.581910754    1.982942257    2.367207104    3.589465675    5.437673583    1.405617917    1.148068416   0.9244007307    1.074495895    1.095526139    1.026763247    1.082677834    2.005058528    2.750389678    2.045088491    1.756819637    1.282501118     1.69726197    1.785874426    1.895874863    2.082754814    4.468402841    11.38581019    1.780826711    1.482681681    1.463752939    1.518043524    1.226412369    1.527206938    1.631057324    1.476293973    2.121180674    1.436997905    2.270735394    1.755210827    1.859534298    1.898353311    1.761279243    2.516935028    2.343849206    1.797805382    1.999698275    6.557635204    2.723085439    5.661881052  0.05804213734 2.541545613e-05 0.004012823437 4.727406367e-05 0.001301804625 0.002255282594 0.002912122413 5.127913004e-06 0.0007031493268 0.002456871798 0.002150679589 0.002501320342 0.006407150082  0.01918906583  0.01920951224   0.5416470588    8.748550008  0.02047230852 0.0007816085427 
356          NO_ID         2.7021       2.236435       1.347303       2.086079       1.884458       1.956313       2.437407       1.655005       1.986807       2.506287       4.102368       5.425853       1.380751       1.167037       0.831986       1.078592       1.115952        0.94956       1.248288        2.28778       2.774564    1.938738327       1.760815       1.190209       1.792448       1.649433       1.998756       1.952427       4.402534      10.009804       1.747835       1.464454       1.348108       1.604642       1.340437       1.444241       1.657395       1.488309        2.81425         1.6002       2.125993       1.835852       1.886021       1.942637       1.810369       2.649763       2.353645       1.868001       1.851707       6.505069       2.356904       5.875605  0.05696293616 2.724669035e-05 0.002823258572 5.242466372e-05 0.001393644618  0.00940479303 0.009041265719 5.127913004e-06 0.000658806523 0.002583680382 0.002332857375  0.01005619082  0.01121168205  0.03849283658  0.03514039142   0.7067058824     10.7179641  0.02919456813 0.008006652755 
357          NO_ID       2.703803       2.344011       1.500172       1.969508       1.886526       1.905213       2.242429       1.565332       1.917633       1.936677       3.420826       6.135474       1.437789       1.172585       0.832815       1.123256       1.106756       1.025911       1.087814        2.27287       2.510307         2.0627       1.881702       1.236845       1.612148        1.83311       1.963578       2.002317       4.363267       10.99967       1.658276        1.46398       1.296455       1.485431       1.340136       1.528764         1.6993       1.552653       2.540588       1.516517       2.290799       1.784811       1.813486       1.925468       1.747796       2.540693       2.414763       1.795056       1.884047        6.04531       3.039101       5.830937   0.2224113115 2.533893742e-05 0.003301421599 4.636598714e-05 0.001218327063  0.00420406425 0.004942594867 5.127913004e-06 0.0005638723125 0.002480011698 0.001073098508 0.001073714011  0.00283010929  0.02062269383  0.01879529873   0.5548235294    9.770555279 0.007467397029 0.0006374850037 
358          NO_ID    2.703835417    2.294858971    1.499691739    1.969003713    1.886533733    1.905213167    1.734013191    1.658332234    1.919156561    1.932132544    3.337370473    6.135546005    1.440348596     1.10704878   0.8553426822    1.121655678    1.106756087    1.025834559    1.107749812    2.276966289    2.444771467    2.062660427    1.881702389     1.23018549     1.61210753    1.831061836    1.966650265    2.002427288     4.36472345    11.00163788    1.653507569    1.463980107    1.297222758    1.518199307      1.2969385    1.528756492    1.709412474    1.552652685    2.534443628    1.509845178    2.260079194     1.78276282    1.813678236     1.92242779      1.7478116      2.6045675    2.415083468    1.795567688    1.883855477      6.0391664    2.983804728    5.777048854   0.2846207038 2.404380942e-05 0.003394462101 5.134960395e-05  0.00117735357  0.01266962737  0.01215953293 5.127913004e-06 0.0005651965254  0.00196886997 0.001601918096 0.001163022617 0.001903489867  0.01503252403  0.01234674032   0.7937647059     13.2829888  0.06417329559  0.00979376262 
359          NO_ID       2.704555        2.22333       1.375101       1.974225       1.973737       1.940446       2.289186       1.579842       2.055204       2.739819       3.988908       5.555448    1.457960123       1.107513       0.916329       1.108873       1.111406       1.069016        1.21659       2.240269       2.404051       2.019355       1.779123       1.304841       1.739479       1.826846       1.963034       1.997754       4.483923       10.23564       1.767585        1.43644    1.304831705       1.461887       1.277428       1.447332       1.710828       1.475554       2.742047       1.123522       2.144902        1.77098       1.860068       1.844237       1.736422       2.670516        2.32808        1.81914       1.984714       5.943265       2.746013       6.208729            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
360          NO_ID       2.704719       2.332881       1.448292       2.009769       1.868059       1.932081       2.140391       1.523582       1.938679       1.998384       3.374803       6.021827       1.413105       1.142079       0.911079       1.121603       1.103665       1.015775       1.216285       2.437255       2.394889       1.885955       1.692459       1.206512       1.661432        1.75224       1.830662       2.083305       4.135813      10.022267       1.673722       1.529469       1.343974       1.506342       1.208614     1.40751721       1.706935       1.542154        2.57704       1.633485       2.254669    1.742594293       1.831311       1.982571       1.895884       2.592408       2.292236       1.736117       1.851667       5.895784       2.387396       5.482356   0.2478518658 3.361178117e-05 0.002183311208 5.507620028e-05 0.001526459468  0.01302060552  0.01408001831 5.127913004e-06 0.000868076077 0.002126471565 0.001275211899  0.00199878144 0.006261368661 0.005267207282  0.02967159792   0.4345882353    8.991356186 0.005302080722 0.006909980408 
361          NO_ID       2.704751       2.332689       1.445604       2.001577       1.868059       1.931737       2.239207       1.523582       1.939703       2.014768       3.316275    6.081219432    1.427135412       1.167039   0.9110807161       1.121603       1.099569       1.015487       1.215521    2.427015228       2.381065       1.885827       1.694507       1.206288         1.6614       1.746968       1.834918       2.083305       4.135813      10.009979       1.674746       1.530045    1.327552183       1.473574       1.209126       1.583683       1.706551       1.556414        2.16657       1.600205       2.254065       1.704781       1.831303    1.964138963       1.895884       2.592408       2.292236       1.739813       1.851711       5.877352        2.35862       5.678964   0.1884867777 3.397079696e-05 0.002180590621 5.296943654e-05 0.001519589866  0.01276837197  0.01384550014 5.127913004e-06 0.0008685836834 0.005198644469 0.0002880498022 0.001184804045 0.005566173433 0.004675597235  0.02940110959   0.4437647059    8.991724709  0.01344136154 0.007010313449 
362          NO_ID       2.704871       2.214873       1.368635       2.153771       1.952775       1.921749    1.958013722       1.647685       1.927322       2.606504       3.397695       5.702754       1.302616       1.107364       0.845245       1.101563       1.204569   0.9710257544       1.080007       2.349864       2.903568       1.997177       1.832306       1.224362       1.613711       1.827592       1.905652        1.99627        4.52038      10.019013       1.732633       1.447538       1.342196       1.633033       1.394815       1.433539       1.641846       1.431182       2.656211       1.244584       2.259916       1.783936       1.881154       1.836629       1.879449       2.633135       2.266872       1.826801       1.998539       6.156342       2.721475       5.806685   0.2226895689 4.281916427e-05 0.002545060275 5.246399523e-05 0.001203555792 0.009002291242 0.008569112435 5.127913004e-06 0.0005129558557 0.001240369392 0.002595642794 2.252598979e-05 0.002997541458 0.001738781682    0.024844719   0.7116470588    11.64107185  0.03839890635 0.006726608349 
363          NO_ID       2.704871       2.296071         1.4629       1.973096        1.88695       1.905821       1.866045       1.658524       1.927349       2.037658        3.33993       6.158186       1.442013       1.107059       0.856789       1.118976       1.105482       1.042219        1.11431        2.21819       2.379235       2.062596       1.881902       1.229241       1.611544       1.748769       1.941814       1.996175       4.487603      11.002042       1.658376       1.463956       1.297143       1.521679       1.290958        1.53594       1.688932       1.546893       2.460104       1.513897       2.259453       1.788011        1.89766       1.901836        1.76314       2.561189       2.392555       1.793824       1.864399       6.038622    2.888847221       5.711485  0.05674978892 2.541608423e-05 0.003123664777 5.274795451e-05 0.001188655715  0.01329027852  0.01298012902 5.127913004e-06 0.0005192537335 0.001797339502 0.001659950383 0.0004653834541 0.002428549714  0.01889573739 0.008975897919   0.8034117647    13.63278131  0.03982271993  0.01035974049 
364          NO_ID       2.708645       2.199107       1.319855        1.97777       1.793473       2.035553       1.908564       1.661147       2.085618       2.750795       3.432998       5.665235       1.285004       1.157814       0.875288        1.13966       1.232048       1.063638       1.144429       1.805567       2.887776       1.910084         1.8252       1.323012       1.786394       1.792262       1.874165       2.126857       4.612466      10.262353       1.760272       1.450556       1.328517       1.496201       1.337134       1.466381       1.624703       1.419198       2.285631       0.879959       2.263961       1.821547       1.793728       1.997389        1.76712        2.60818       2.290665       1.799796       1.873802       6.612504       2.287835       6.206907   0.3933169591 7.491418887e-05 0.002310713275 5.080541958e-05 0.001671000813  0.01480382036  0.01377049737 5.127913004e-06 0.0007148142741 0.003216621004 0.0007441326774 0.004647669005 0.003340410069  0.02228233476 0.004670402678   0.8415294118    15.42543722  0.05947583187  0.01168390966 
365          NO_ID    2.713948923    2.304021434    1.373300479    1.992259147    1.807372029    1.982374202    1.988681236    1.660950365    1.951671403    2.234052579    4.123539096    6.159495319    1.333594155     1.07518539    0.826955271    1.064402645    1.085856125   0.9682023068    1.176872489    2.488176971    2.819586077    1.883438178     1.71403708    1.219318845    1.806903049    1.683897094    1.955190066    1.948147126    4.425646678    11.48463996    1.609862923    1.486278259     1.35468543    1.548163402    1.336537406    1.507057459    1.616537604    1.440650945    2.439039118    1.208045038    2.208461461    1.720915643    1.758108071    1.964055617    1.854101033    2.518063342    2.399458261    1.880957158    1.942265649    6.306653753    2.621962763    5.443914323   0.1623744866 4.16792325e-05 0.003149093365 6.151444178e-05 0.001318759931  0.01385964296  0.01310497026 5.127913004e-06 0.0007340197149   0.0017786193  0.00204942864 0.002877039637 0.001464505987  0.02156596813  0.02669987565   0.8110588235    13.93218936   0.0377598719 0.009797335435 
366          NO_ID     2.72247384    2.252005479    1.433502221     2.00164156     1.93644004     1.87832922     2.43195079    1.621853841    1.952045985    2.761828421    3.649845481    5.562801295    1.453680358    1.102493083   0.9932322041    1.056135821    1.138203437    1.005953262    1.056015958      2.0532769    2.757971109    1.978037349    1.691489654    1.218037827    1.785724924    1.768502133    1.916402056    2.110954414    4.346919333    11.01511971    1.745634314    1.479057706    1.455717451    1.544136535    1.338699266     1.53715749    1.708465756    1.516691064    2.394056656    1.669558706    2.190056748    1.817180428       1.931072    1.870426988    1.777673511    2.657304204    2.297562809    1.856876947    1.919257466    6.192893835    2.066661637     6.26725844   0.3262381262 2.490985711e-05  0.00359657778 4.474455707e-05 0.001356760659  0.00529974281 0.004939901573 5.127913004e-06 0.0007453252605 0.003184671103 0.002305294453  0.00828310384 0.009434250045  0.01494538616   0.0180926305   0.6545882353    9.838930419  0.02569669538 0.006439217946 
367          NO_ID       2.532839    2.249447217       1.463029       2.103978       1.923302       1.934491       2.185056         1.5945       1.919165        2.75299       3.339699       5.622475        1.30692       1.081031       1.004244       1.119012       1.203658       0.978479       1.056957       1.693581       3.149298       1.915727       1.800845       1.245388       1.754968       1.740558       1.943397     1.99454841       3.975776      11.853986        1.69377       1.382421       1.432824       1.521176       1.370383       1.532966       1.754515       1.496595       2.069451       1.771115       2.169317       1.689718    1.926738019       1.902453       1.855817       2.497208       2.392988       1.771291       1.929511       6.671961       2.311101       5.715517            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
368          NO_ID       2.533328       2.265362       1.414262       2.057621       1.957483       1.959161       1.709898       1.522243       1.970606       2.539612       4.021377       6.068326       1.391235       1.171557       0.969401       1.135869        1.15285       1.024553       1.172987       2.393329       2.570032       2.049227       1.696668       1.321944       1.786741        1.78036       1.877995       2.070188       4.466777      11.753988       1.651806       1.514152       1.290308       1.600868    1.370930265       1.592667       1.666069         1.4946        2.58315       1.433802       2.115919       1.784883       1.785299       1.943294       1.786888    2.504975357       2.242007       1.898149       1.972285       6.488195       2.549971       5.369031  0.09424255887 3.368697999e-05  0.00434039314 6.097959509e-05  0.00127983942   0.0127658243  0.01374531482 5.127913004e-06 0.0009880173255 0.001978047404  0.00287201542  0.00582997331 0.004150927046 0.008905287112  0.02525080362   0.4489411765    9.525764534 0.001043419196 0.006320081692 
369          NO_ID       2.540038       2.347785       1.335853       1.970201       1.830207       1.941227       2.230126       1.557398       2.050249       2.129412       3.361943       5.705019       1.309321       1.049878        0.88477        1.08889       1.179007    1.098836732       1.199991       2.211424       2.715104       2.030985       1.816166    1.284642079       1.785089       1.667572       1.851964       2.035702       3.971355       10.80503       1.611283       1.411461        1.32981       1.518228       1.225454       1.496377       1.709415       1.579302       2.907239       1.389013       2.128974        1.86264       1.903408       1.880445       1.773429       2.521114       2.349689       1.893876       1.890047       6.268593       2.361189       6.082183   0.2129391119 7.641168056e-05 0.003003742092 6.406759208e-05  0.00135866247 0.003455627235 0.004556788812 5.127913004e-06 0.0005931363795 0.002509838884 0.001501817965  0.01351238159  0.01618117567  0.02022884178  0.01168701138   0.5525882353    9.585504841  0.02501281641 0.001014470389 
370          NO_ID       2.540918       2.199499       1.486728    1.970100747       1.944034       2.030172    1.726184341       1.548185        1.96236       2.604467       3.828563       5.882868       1.374564       1.094193       0.938091        1.22563        1.20611       1.088294        1.23216       1.883229       2.778397       1.977968       1.819499       1.328448       1.621798       1.673193       1.963873       2.119619       4.053483      11.452096       1.615625       1.421053       1.409916       1.466329       1.278758       1.512326        1.78314       1.454301       2.897785       1.075933       2.292327        1.86165       1.921658       1.883619       1.879443       2.523248       2.287431       1.848313       1.900311       6.022944       2.849249       6.193055    0.492867673 5.566396344e-05 0.003567066282 5.088936334e-05 0.001342043121 0.007386188581 0.008067652917 5.127913004e-06 0.0005411237862 0.003371635869 0.0008069551381 0.008698162818 0.009242096531   0.0204864923  0.01467914692   0.5102352941     9.55910117  0.01229939432 0.002832982593 
371          NO_ID       2.542842       2.231875       1.319855       1.994224       1.817939       1.904437       2.436032       1.649755       1.955193       2.554155        4.21941       6.376489       1.398844       1.141292       0.817945       1.074038       1.232049       1.063667    1.222888462       2.536442       3.150765       1.902287       1.819313       1.191174       1.680007       1.718854       1.875679       2.126848    3.883372234      10.404722        1.62924       1.516088       1.351025       1.535643       1.226602       1.537548       1.725565       1.605498       2.532795       1.756484       2.263966        1.82153       1.904078       1.819274       1.730014       2.664903         2.3074       1.864086       1.986434       6.097318       2.534682       5.981663  0.05218105259 5.348774199e-05 0.002241968367 5.545965671e-05  0.00130750181  0.01370995765  0.01308710097 5.127913004e-06 0.0006309039683 0.001830635259 0.001944748339 0.005022924566 0.004798840064  0.01230428652 0.007243559011   0.8383529412    16.14865376  0.03330905306 0.009342210893 
372          NO_ID       2.545123       2.219372        1.33183       2.041707        1.88661        1.86487        2.58694       1.625752       2.021487       1.972696       3.864888       5.583666       1.425631       1.058937       0.944895       1.098484       1.105643       1.008043       1.085628       2.441289       2.706752       1.884228       1.742484       1.147617       1.647593       1.743904       1.902988       2.043784       4.748386      11.231432       1.609224       1.404125       1.460996        1.52167    1.226928101       1.405214        1.70582       1.492005       2.984395       0.943117       2.142008       1.788013       1.803269       1.852701       1.900101       2.680491       2.261387       1.761056       1.944323       6.299804       2.954424       5.318269   0.1037353799 1.861630168e-05 0.002940855613 6.961025356e-05 0.001127070562 0.006367862565 0.005687263401 5.127913004e-06 0.0008786808159 0.002125709404 0.001562815498 0.004036163864 0.009444132894  0.01118871069   0.0184068664   0.6804705882    10.94065795  0.02093196488 0.005230329597 
373          NO_ID    2.546383354    2.300158225    1.438800215    2.014263544    1.820778303    1.996222343    1.858626293    1.558151903    2.058514759    1.940706208    4.080260745    5.509201751    1.328243851    1.025679027   0.8421962005    1.204261295     1.10231733     1.02163574    1.232789133    1.769844319    2.696705416    1.909846913    1.783045392    1.171413332    1.781683865    1.767023397    1.943817098    2.002428416    4.352956983    10.89889973    1.709448574    1.504174751    1.292248198    1.513248789    1.367922312    1.458026502    1.795471133    1.450360027    2.679892024    1.666412713    2.159501269    1.760430554    1.919722893     1.90974512    1.844109581    2.494919093    2.285006415    1.887426912    1.972554834    6.013977737    2.935978877    5.472479583  0.06187246374 4.874018816e-05 0.002953055819 4.167278697e-05 0.001101935574 0.004212002901  0.00531100663 5.127913004e-06 0.0007786991213 0.002926457869 0.001467705043 0.003581769355 0.002116927838 0.0002595515205  0.02464519595   0.5336470588    8.913751187 0.005696038394 0.0002794753677 
374          NO_ID       2.550408       2.305524       1.381685       2.068291       1.847823       2.039053       1.536795       1.585338       2.037653        2.24722    4.069528144       6.080328       1.415788       1.017831       0.980276       1.050527       1.236952       0.989123       1.150785       2.041387       2.652894       1.986747       1.803819       1.166629        1.73451       1.724447       1.983293       1.949257       4.533073      11.498737       1.761965        1.54272       1.424168    1.596040153       1.244519       1.416752       1.794542       1.472992       2.612069       1.743594       2.219596        1.82674       1.777461       1.867861       1.883907        2.51456       2.272901       1.881346       1.955612       6.780453       2.307031       5.376283            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
375          NO_ID       2.551018       2.231963       1.340539       2.055592       1.812307       1.904435        1.83019       1.652505       1.954759       2.626811       4.219406       6.377065         1.3651       1.112652       0.874809        1.09431       1.207473       1.062599       1.207043       2.405418       3.148629       1.892153       1.819365    1.322970009       1.679655       1.718314       1.875983       2.133954        4.72324      10.437554       1.630248    1.415254993       1.370481       1.536723       1.226618       1.542828       1.724157       1.589402       2.528123       1.768292       2.247582       1.759298       1.913806     1.88918457       1.729086       2.665207       2.305272       1.862038       1.984066       6.098342       2.428226       5.982619  0.06374103014 5.761461613e-05 0.002253468141 5.465263004e-05 0.001273680607  0.01610375461  0.01538971757 5.127913004e-06 0.0008703604782 0.001769977269 0.002290661429 0.003743409505 0.002476622066  0.01393087185 0.005483564255   0.8694117647    16.83487319  0.06455447403  0.01024770823 
376          NO_ID       2.554511       2.298686       1.435376        2.00882       1.820798       1.996382       1.841986       1.562056       2.058515       1.940674       4.080325       5.492306        1.31186       1.025529       0.842532       1.204265       1.102317       1.021636       1.194517       1.910818       2.699937    1.996063879       1.783069       1.171317       1.782228       1.783407       1.945865       1.986812       4.029373        10.8989       1.709837       1.483695       1.292248       1.505569       1.367922       1.458027       1.795451       1.448312       2.872404       1.666157       2.153187       1.818607       1.919727       1.910669       1.844018       2.494749       2.285518       1.887363       1.958747       6.013722    2.157960517       5.538016  0.06186677456 4.449643593e-05 0.003549433463 3.969125943e-05 0.001321484797 0.004270999704 0.005339298626 5.127913004e-06 0.0008130329842 0.003330775185 0.001338821872 0.005375534356 0.004069582274 0.002720969285  0.02417232156   0.5285882353    8.876018255 0.004922470383 0.0005319802884 
