%eval_id interface  DAKOTA_K_RC_1  DAKOTA_K_RC_2  DAKOTA_K_RC_3  DAKOTA_K_RC_4  DAKOTA_K_RC_5  DAKOTA_K_RC_6  DAKOTA_K_RC_7  DAKOTA_K_RC_8  DAKOTA_K_EP_1 DAKOTA_Cl_RC_1 DAKOTA_Cl_RC_2 DAKOTA_Cl_RC_3 DAKOTA_Cl_RC_4 DAKOTA_Cl_RC_5 DAKOTA_Cl_RC_6 DAKOTA_Cl_RC_7 DAKOTA_Cl_EP_1 DAKOTA_Cl_EP_2 DAKOTA_Mg_RC_1 DAKOTA_Mg_RC_2 DAKOTA_Mg_RC_3 DAKOTA_Mg_RC_4 DAKOTA_Mg_RC_5 DAKOTA_Mg_RC_6 DAKOTA_Mg_RC_7  DAKOTA_F_RC_1  DAKOTA_F_RC_2  DAKOTA_F_RC_3  DAKOTA_F_RC_4  DAKOTA_F_RC_5  DAKOTA_F_RC_6  DAKOTA_F_RC_7  DAKOTA_F_EP_1  DAKOTA_F_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18 
465          NO_ID       2.237324       2.059294        1.82341       2.021624       2.331703       2.127809       2.003818       2.014951       0.919568       1.538147       0.991616       0.923942       1.562682       1.626426       1.841156       1.684857      10.564214       2.113981       1.955723       1.773464        1.92712       1.796706       1.761983       1.646163       1.818711       1.373914       1.364249       1.074664       1.257046       1.269061       1.494074       1.509354       3.233218       1.284442 0.003358072338 0.006877492792 0.008307012293 0.0004830761082  0.00229867301 0.001102461709 0.001383178149  0.02450499797 0.006703032988  0.01032957155 0.005318226615 0.004248363608  0.04516579936 0.001790303446  0.05420833333   0.0952136007 0.001566758927 0.003634452821 
466          NO_ID       2.237641       2.079134       1.937407       1.900536       2.289309       2.099719       1.910014       2.046391       1.341343       1.516197       1.054573       1.095032       1.415248       1.700703       1.804669       1.626335      11.780611       2.108584       1.961812       1.845529       1.808171       1.789669       1.723611       1.704729       1.720694       1.345602       1.308289       1.134262       1.324315       1.243619       1.460245    1.505584429       3.904533       1.706499            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
467          NO_ID       2.237652       2.047054       1.832124    2.014972431       2.321543       2.076225       2.006574       1.993731       0.917904       1.538653       0.992192       0.924554       1.568122        1.62627       1.844106       1.691065      10.463998       2.200869       1.955823       1.773488        1.94297       1.797274       1.762387    1.663278753       1.822679       1.372954       1.366295       1.067168        1.25477       1.272761       1.510442       1.510218       3.225622        1.28913 0.003496792209 0.006875498977 0.008493917342 0.0004827120186 0.002210757073 0.001005823995 0.001253718335  0.02504212527 0.005581259847 0.009156151752 0.005369435249 0.004264665289  0.04862386442 0.002100987684  0.05380555556  0.08576289746 0.001524607716 0.003569892338 
468          NO_ID       2.237734       2.014796       1.835059       1.956702       2.201604       2.139209    1.888109208        1.91424       0.889544       1.492868       1.177207       0.926114       1.557756       1.618755       1.697713    1.659818426       11.71924       2.527741       2.127743       1.828611       1.810303        1.84485       1.764618       1.683748       1.875091       1.258174       1.227641       1.152876       1.326552       1.285671       1.451534       1.577411       4.201421       2.052061 0.003502974607 0.002275694613 0.007700942647 0.0002116914386 0.003176626139 0.001986757091 0.002723019416  0.01945146762 0.0002454751101 0.003965324373  0.02690331818  0.02491601784  0.04641454508 0.004111578239       0.001875   0.1038976995   0.1256050901  0.01493217541 
469          NO_ID       2.238719       1.981516       1.937149       2.083646        2.29604       2.022463       1.939178       1.994978       1.071223    1.626749827       1.088863       1.034311       1.425773       1.714085       1.694229       1.534083      10.549092       2.767494       1.947906       1.695553       1.782884        1.78026       1.749992       1.814895       1.798932       1.278315       1.178756       1.138716       1.413248       1.279491       1.424738       1.474093       3.640774       1.430238            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
470          NO_ID    2.239579067     2.05329459    1.854722821    1.914007038    2.170391256    2.165790218    1.877651998    1.907556084    1.684431692    1.524071489    1.136677199   0.9537369905    1.489631155    1.750222879    1.850520629    1.581850775    9.967851493    2.766148298    2.114822591    1.750036356    1.835459725    1.766882934    1.848230006    1.767133432    1.739516007     1.26173551    1.195335072    1.076694526     1.44345163    1.278049438    1.449126187    1.507030697    3.291720137    2.080602675 0.005353033419 0.002321489369 0.007438567695 0.0001481811187 0.001363258552 1.513985222e-06 0.0005724246045  0.02194760164 0.003497782346 1.825783076e-05  0.02736573672  0.02534441063  0.05976651851 0.0005630906056 0.003805555556  0.09162681511  0.08651028587   0.0157228443 
471          NO_ID    2.239590903    2.058443248     1.93375744    1.978770601    2.152782086    2.172754631    2.010710273     1.93494604    1.079435897    1.602693807    1.184488942    1.006458675    1.452425943    1.709851549    1.740866665    1.681383748    10.97924451    2.287908625      2.0711128    1.693443362    1.892155324    1.717051356    1.843176072    1.791120211    1.756697789     1.40826402    1.269075714     1.20737933    1.266454841    1.392654739    1.391313022    1.530045743    3.890489933    1.245352307  0.00572034081   0.2876762457 0.007282341716 0.0008706835763 0.002644005001 0.001277264115 0.0008844940281  0.02331206998  0.00202346985 0.001380145995 0.005442971323 0.004188273267  0.08543784872 0.003405570588  0.05905555556  0.08631306993  0.01360639174 0.005958195368 
472          NO_ID       2.240361    1.971829361       1.968037       1.901302       2.293715       2.099031       1.862622       2.042631       1.338335       1.516077       1.044207       1.094968    1.404646041       1.701535       1.815325       1.594047    11.00772004       2.263208    1.996544444       1.730251       1.811319       1.765285       1.754667       1.721241       1.687232       1.345606       1.307521       1.137786       1.324395       1.244387       1.462245       1.386357       4.117653       1.704963 0.002178125781 0.002713018538 0.009027512868 0.0003335460193 0.000264756878 0.001505864637 0.001866680537  0.01657360391 0.001964320517 0.004762945306 0.008121437376 0.006796339316   0.1186256676 0.008221526022  0.04623611111  0.05415208877  0.05441519381 0.0004851372259 
473          NO_ID       2.241225        2.01211        1.93751         2.0541       2.140335       2.177877        1.88709       1.913573       1.063677        1.59981       1.077345       0.930604       1.497388       1.615464       1.757232       1.500028      11.240429       2.146041       2.001703       1.856177       1.958729       1.663679       1.837157       1.694715       1.778342       1.437253       1.235063       1.238148       1.334138       1.242144       1.324383       1.400715       4.207872       2.054622 0.004467320703   0.5631995384   0.0158282091 0.0004760596223 0.002594767136 0.001449301286 0.0004010169887  0.02876449564  0.00161307967 0.004271343667  0.01172553388   0.0100478916  0.05614035306 0.001542858162  0.04093055556   0.0632538969  0.04435086372 0.001321588815 
474          NO_ID    2.242337371    2.040186367    1.936269508    2.063443778    2.151567142    2.177901034    1.862210478    1.913572639    1.121788911    1.588089737    1.077609468   0.9633558047    1.521748011    1.640423634    1.756694272    1.511675829    11.22073721    2.160377468    2.001966662    1.833297472    1.958824652    1.661967163    1.837164939    1.691643406    1.872429824    1.405764534    1.236729253     1.23960438    1.334121575    1.262431797    1.338366949    1.400458946    4.148090822     1.97033746 0.004493590316  0.00146335722 0.007131544262 0.000506697547  0.00242819412 0.001104944184 0.001146666363  0.02779920942 0.002420296361 0.005052891859  0.01022403335 0.008584449813  0.07074107221 0.0008824609341  0.04177777778  0.05894584657  0.02639630391 0.0009507755605 
475          NO_ID       2.242352       2.039717       1.991923       2.070621       2.269135       2.008217       1.989072       2.080959       1.479328       1.577567       1.157009       1.055257       1.480301       1.686016       1.868773       1.682827      11.006624       2.837242       2.104774       1.836344       1.914064       1.721192       1.841144       1.680793       1.727558       1.340218        1.24983        1.18069       1.279696       1.382575       1.468743       1.518248       3.733474       1.596886  0.00304389636 0.0008272933972 0.007946522994 0.0002407084157 0.001061803054 0.002469948508 0.001953301122  0.01797392912 0.0002238540989 0.003260370482 0.006661537208 0.005484301992  0.09809340627 0.009972088284  0.06143055556  0.08246662146  0.02014928245 0.005592127618 
476          NO_ID       2.242913       2.014906       1.958798       2.063446       2.155163       2.079597       1.944114       1.913659       1.106737       1.588154       1.097065       0.963228       1.536798        1.64032        1.75671    1.538728534      11.217665       2.258681       2.001455       1.830721       1.955497       1.658767       1.842037       1.703931       1.878442       1.406533       1.203961       1.203876       1.333946       1.262432       1.338375       1.402891       4.148091        2.04643 0.003592696676 0.001349411279 0.007235674456 0.0005785546743 0.001984985405 0.0008091616716 0.000961555686  0.02785095333 0.001844708462 0.004494313911  0.01012954782 0.008681968915  0.07359877875 0.001139204369  0.04215277778   0.0586607522  0.01367658802  0.00082118034 
477          NO_ID    2.243588901    1.975642231    1.852183197    1.919987883    2.288771132    2.188818726    1.957352281     2.05397293    1.635138038    1.577991964    1.046955104    0.993672056    1.477049535    1.722370252    1.697888275    1.686409135    10.84773775     2.57099952    1.944732615    1.737740436    1.815877501     1.77677241    1.894854744    1.652246267    1.843399761     1.44938162    1.253678636    1.059602057    1.339966599     1.42021884    1.463156291      1.4075555    3.614305359     2.19669744 0.002952176542   0.9151164213 0.008995649157 0.0004994508961 0.0002722940209 0.001112485934 0.0008631120658  0.02529013424 0.006810590186  0.01080328402 0.009569234293 0.007955969417  0.08452530377 0.006555597005  0.06376388889  0.05650042854 0.003485078315 0.006625753388 
478          NO_ID       2.249249       2.011098       1.940198       2.059028    2.270366891       2.178093       1.975922       1.913565       1.039869        1.56757       1.081313       0.930588        1.51582       1.641064       1.756256    1.696101703      11.319273       2.217721       2.001319       1.836151       1.963241       1.688255       1.827949       1.691645       1.789638       1.406209       1.233831        1.23682       1.334346       1.241936       1.362959       1.400331       4.205144       1.993198 0.003542037048 0.001294240645 0.001264987115 0.0006043134809 0.002634507363 0.001369521114 0.0007277970827  0.02591842503 0.002221986792 0.004362868716 0.007147573473 0.005767386446  0.05553999454 0.002107016876  0.05223611111  0.06257205354  0.03361673547 0.002874665928 
479          NO_ID    2.252240851    1.935124628    1.986934965    1.942225234    2.161321356     2.07670026     1.99059441    2.049813452    1.157573598    1.523013715    1.047859783   0.9975645464    1.434305424    1.734390982    1.875598958    1.612123901    10.25983265    2.076114796    1.961916289    1.839791992    1.781114764    1.765794296    1.748626243    1.645302408    1.879833785     1.27249713    1.185105198    1.113311798     1.44593697    1.409833615    1.467145544    1.522177821    3.359791216    1.890402546 0.003639278979 0.002827812119 0.008984300164 0.0001534828421 8.737911542e-05  0.00121235045    0.000334375  0.02074942117 0.005738934779 0.009420599973  0.02093829425  0.01907275353  0.07729698722 0.006583491459  0.01281944444  0.04975695912   0.1209112096  0.01130688125 
480          NO_ID    2.252240851    1.935124628    1.986934965    1.942225234    2.161321356     2.07670026     1.99059441    2.049813452    1.157573598    1.523013715    1.055204557   0.9975645464    1.434305424    1.734390982    1.875598958    1.635780769    10.25983265    2.076114796    1.961916289    1.832757356    1.781114764    1.765794296    1.744034778    1.645302408    1.879833785    1.272586681    1.185105198    1.113311798     1.44593697    1.409833615    1.467145544    1.522177821    3.359791216    1.890402546 0.003639278979 0.002730492211 0.009029296853 0.0001534828421 8.737911542e-05  0.00121235045 0.0003198776808  0.02061511645 0.005857334614 0.009571175641  0.02093829425  0.01907275353  0.07727297288 0.006553140815  0.01195833333  0.04864264316  0.03140692659  0.01152838778 
481          NO_ID     2.25811054    2.044063899    1.907814191    1.918905509    2.282450132    2.182673123     1.90614705    1.886410388    1.671216575    1.516479842     1.10383728    1.055508106    1.554947387    1.758096467    1.784452102    1.595071646    10.16406396    2.517349331    2.099828851    1.819849826    1.792458509    1.657761599     1.84155597    1.693270643    1.748657917     1.29092281     1.18389557    1.205634445      1.2487637    1.378501219    1.458275825    1.530874241    3.747825589    1.450450081 0.002572880483 0.003094188563  0.01073352744 0.0001983295045 0.001401234697 9.418604403e-05 0.001648409593  0.01599138815 7.483096832e-05 0.003459954669  0.01786496823  0.01610454738   0.1535185046 0.005177733813  0.02390277778   0.0830659727 0.001056009804 0.006888017985 
482          NO_ID       2.261203       1.917699       1.921398       2.044822       2.291507       2.077221       1.892272       1.918591       1.280779       1.490177       1.026937       1.028973       1.557188       1.693892       1.828567        1.63544      10.616621       2.561234       2.095933       1.773455       1.795095       1.806773       1.780375       1.730769       1.854236       1.399165       1.194565        1.20514       1.338853       1.389849       1.409929       1.414192       3.449481       2.063848 0.004353629227 0.003982642962 0.008376065967 0.0002500058423 0.0009976674034 7.791765845e-05 0.0007258241122  0.01735832206 0.001613865643 0.0009486616844 0.005773680091 0.004660607541  0.07748910195  0.00382267782  0.06952777778  0.08005948429 0.009974813293 0.009271026115 
483          NO_ID    2.269433288    2.047644536    1.959425487    1.959785524    2.163352016    2.077898293    1.944110525    1.993018455   0.8773615966    1.488311763    1.162638614     1.00777375    1.405727169    1.639810832    1.745893577    1.590280959    11.38556644    2.139146549    2.118190078    1.822534203    1.910483482    1.757073638    1.907574142    1.835082638    1.763751553     1.41678942    1.334904559    1.072801222    1.303223974    1.347417182    1.473541944    1.402913142    3.610308593    1.784837158 0.004080548832 0.001561008948 0.008534195937 0.0005629774263 0.002246810635 0.001183761721 0.001464169219  0.01665821733 0.007185750212 0.004593273075 0.006525334393 0.005461244753  0.07477548145  0.00160969201  0.07780555556  0.08590904287 0.004149633172  0.01237409756 
484          NO_ID    2.273923391    1.975016431      1.8436408    1.978337493    2.255292745    2.177898637    1.825160378    1.902080262     1.09146406    1.603696049     1.14129612    1.081874862    1.514188819    1.569587566    1.712154335    1.675592909    11.05451341    2.621164273    2.088981274    1.869398315    1.930900673    1.778342225    1.725464375    1.751773863    1.722511278    1.317751809     1.26280548     1.21682721    1.249673881    1.392049242    1.359838412    1.547597272    3.470328365    1.637396058 0.003454792486 0.001152645766 0.009114209111 0.0002565977853 0.002559460787 0.001265190638 0.002481115074  0.01886242363 0.003825079737 0.001973403743  0.01178700637  0.01024434707   0.0991740516  0.00508201194  0.04463888889  0.09920416298    0.062284287 0.0002286740576 
485          NO_ID       2.273927       1.975064       1.843769       1.978849       2.231295       2.170731       1.834432       1.902144       1.091458       1.608816       1.129136       1.083795       1.592013       1.569396       1.712142       1.687231      11.054513       2.645548       2.089173    1.835088065       1.930969       1.761958       1.732248       1.751806       1.722511        1.31756       1.256597       1.249467    1.300754815       1.374129       1.361054       1.547597       3.445752       1.714193            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
486          NO_ID       2.274577       2.051982       1.957157    1.955187248       2.199507       2.099071       1.918206       2.046727       1.294751    1.650652614       1.044379       1.094984    1.511405643       1.701471       1.815933       1.610431      11.785607        2.06444       1.978196       1.778697       1.811869       1.770453       1.754803       1.721121       1.718722       1.344452       1.283969       1.134586       1.328027       1.243483       1.458525       1.386749       4.109465       1.707011            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
487          NO_ID       2.274712       2.017051       1.966212       2.090807         2.2576       2.078171        1.99944       1.912802       1.467433       1.570241       1.072318       0.993181       1.515994       1.626806       1.707217    1.675380429      10.557083       2.663404       2.102419       1.838908       1.774099       1.757125       1.829012       1.677737       1.763834       1.351325       1.265332       1.073097       1.275193       1.387213       1.330846       1.403981       3.607808       1.752079 0.003764231945 0.001239954393  0.02266145283 0.000389472583 0.0008708284396 0.0002681035081 0.0009433595754  0.02449344768 0.0005288295132 0.002525958518  0.01054463068 0.009144313254  0.08298838597 0.004796034673  0.04948611111  0.09260449912  0.03931439169  0.00183983321 
488          NO_ID        2.27676       2.017587        1.89966       2.037735       2.257162       2.186203       2.000436       1.908198       1.356041       1.568981        1.07247       0.993701       1.518074       1.590966       1.873998       1.672128      10.589859       2.483984    2.105276086       1.807372    1.839794055       1.718981       1.835092       1.706375       1.780226       1.273501       1.267412       1.098863       1.299761       1.397551       1.325742       1.401549       3.670336       1.750191 0.003428879785 0.001244688498 0.001631233365 0.0002452281038   0.0018500506 0.0004845209088 0.0009174638103  0.02448908501 0.0004529520954 0.002729804495  0.02258392724  0.02071083496  0.07729698722 0.003847931272 0.009944444444   0.0848635973  0.05841046097  0.01135954102 
489          NO_ID       2.277144       2.017171       1.965324       2.080695       2.286538       2.185177        1.99904       1.912342       1.356361       1.569345       1.070934       1.011861        1.52223       1.627354       1.873994    1.522567941      10.415779       2.485328       2.108459       1.809916       1.778525       1.700901       1.849492       1.703785       1.831018       1.344309       1.251028       1.064303       1.299765    1.399344667       1.325326       1.401551       3.719568       1.881279 0.004484522098 0.001479241205 0.006121687179 0.000382610562 0.001661124994 0.0002922185102 0.000340412205  0.02284880751 0.0004034320521 0.002663686751  0.01045015558 0.009090229017   0.0821238697 0.004974937142  0.04408333333  0.08804642274  0.02094287794 0.0001024688347 
490          NO_ID       2.277737       2.047637       1.969161        1.92101       2.163466       2.083914       1.963511       1.993146       0.897298       1.521224       1.161087        1.00879       1.408277       1.639651       1.849366       1.543109      11.402662       1.954539       2.124846        1.80327       1.948285       1.725994       1.908534    1.833473366        1.76388       1.409837       1.333241       1.058469       1.281716       1.347353       1.473842       1.401565       3.685733       1.782781 0.004813571143   0.5440982488 0.008229776495 0.0005764059312 0.002309695952 0.001232319677 0.001243202868  0.01856263446 0.007086093493  0.00350450153 0.005938486416 0.005155592926  0.07945827788 0.002469913078  0.07631944444   0.1029329049 0.008678423616  0.01189658635 
491          NO_ID       2.277784       2.017043        1.96622       2.052023       2.257674       2.083803       1.999376        1.91229       1.487113       1.570385       1.070974       0.993173        1.51881       1.627318    1.708048697       1.673944      10.550691       2.479084       2.108563       1.836028       1.774109       1.725989       1.828756       1.738665       1.763882       1.344301     1.24974354       1.058761       1.275189    1.396493224       1.330478       1.401549       3.685696       1.750031 0.003642015577 0.001504687213 0.007077989191 0.0003867671421 0.0009810990265 0.0001703493037 0.0009902799387  0.02466758146 0.003235742817 7.349145946e-05  0.01045592639 0.009105331153  0.08291634294  0.00485761232  0.04861111111  0.09306689305  0.01106491185  0.00146388002 
492          NO_ID       2.277784       2.017043        1.96622       2.052023       2.257674       2.083803       1.999376        1.91229       1.487113       1.570385       1.070974       0.993173        1.51881       1.627318    1.708048697       1.673944      10.550691       2.479084       2.108563       1.836028       1.774109       1.725989       1.828756       1.738665       1.763882       1.344301    1.268331802       1.058761       1.275189    1.396493224       1.330478       1.401549       3.685696       1.750031 0.003642015577 0.001504687213 0.007077989191 0.0003711147413 0.0009810990265 0.0001703493037 0.0009902799387  0.02466758146 0.003235742817 7.349145946e-05  0.01047774022 0.009052829563  0.08291634294  0.00485761232  0.04869444444  0.09300232328   0.0175126074 0.001485364129 
493          NO_ID    2.277784273    2.017554529    1.900683679    2.037689534    2.257674352    2.185179188    1.999055695     1.91229403    1.356041094    1.568976656    1.069397976   0.9941965197    1.518553782    1.627318055    1.874002236    1.671320193    10.55299465     2.47911983    2.108451431    1.805820396     1.77410887      1.7254768    1.832083867    1.703752739    1.814058444    1.344301065    1.267412181    1.068910723    1.299764628    1.399343105    1.325357622    1.401548901    3.719488169    1.750206505 0.003428879785 0.001505681032  0.00518288553 0.0003703181071 0.001710278463 0.0002951542342 0.0009942153177  0.02466912956 0.000518605613 0.002577832366  0.01052980905 0.009100746501  0.07708085815 0.004162740956  0.04419444444  0.08799306006  0.02743293672 0.0001340357231 
494          NO_ID       2.280185       2.048157       1.949905        1.95961       2.163032       2.171626       1.944111       1.996818       0.984314       1.489848       1.162643       1.003678       1.405663       1.639885       1.745894       1.590793      11.496574       2.138379       2.123374        1.82253       1.913555       1.744306       1.907574    1.746321217       1.767528       1.422933       1.345145       1.072801     1.29583778       1.347473       1.476518       1.402913       3.611813       1.783365  0.00406801297 0.001587054764 0.009428746906 0.0005733212083  0.00225306829 0.0008404317065 0.001278898001  0.01711316567  0.00331810856 0.000230005931  0.00706621841 0.005961490973  0.06877189627 0.002261329654  0.07729166667  0.08909080163 0.0006341049168  0.01200327765 
495          NO_ID       2.281087       1.948632       1.870197       1.977953       2.231919       2.181987       1.824904       1.904072        1.14228       1.601392       1.138564       1.082019       1.514325       1.568324       1.707066       1.621541      11.049393       2.620652       2.090833       1.863766       1.936021       1.779586       1.817284       1.648862       1.761451       1.317368       1.234877       1.204059    1.275952211       1.360773       1.417518       1.547611    3.299793572       1.626356 0.003484626074 0.001185669582  0.01509057763 6.336498569e-05 0.002292905264 0.001000501435 0.002438793379  0.01896499745 0.001115118068 0.003400446837 0.004672371894  0.00373281428    0.102728174 0.005581328023  0.06077777778   0.1026944715  0.04343010836 0.005671856861 
496          NO_ID       2.281918       2.065887       1.841429       2.094275         2.2319       2.155189       2.001022        1.95392       1.142817       1.654137       1.085358       0.931952        1.51434       1.690843        1.70728       1.598236      10.015977       1.978125       2.057485       1.820706       1.810839     1.66733082       1.875316       1.696068       1.777881       1.298949       1.230782       1.118164       1.394396       1.224142       1.334991       1.495602       4.086334       1.503467            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
497          NO_ID       2.283265       1.952769        1.88467       2.086019       2.197533       2.121985       1.882253       1.952695       1.536034       1.535327       1.078989       1.021305       1.432305       1.602779       1.745111       1.669402      11.140156        1.94167       2.108945        1.82102       1.881286        1.68432       1.845977       1.792912       1.739237       1.448019       1.204904       1.118974       1.248021       1.355235       1.514924       1.509151       4.166792       1.651176 0.002245525988   0.8043211333 0.007259819184 0.0003409538451 0.0003220197362 0.0008952340394 0.0006637452523  0.01921598514 0.005028517806 0.002490416823 0.009211874152 0.007942211274  0.08435720339 0.006352231993  0.08145833333  0.06837855521 0.006304694583  0.01310805864 
498          NO_ID       2.283286       2.059799       1.841881       2.086117       2.232292       2.165429       2.002238         2.0096       1.138301       1.596937        1.05083         0.9317       1.508608       1.599451       1.687272       1.602372       9.979009       1.977997       2.057485       1.807778       1.810727       1.823311       1.842212        1.64714       1.779113       1.292723       1.230894       1.121883       1.401244        1.22435       1.359935       1.501486        4.08563       1.552875 0.002557202664   0.4440269465  0.01000825844 0.0002051192597 0.001351058183 4.497524231e-05 0.0001407855678  0.02883609534 0.004526009402 0.004770612391  0.01876560089  0.01698621988  0.04941633767 0.001091207309       0.019375  0.06917744941  0.07041446932 0.008479181325 
499          NO_ID       2.285822       2.030669       1.940413       2.035274       2.225785       2.104392       1.949273       1.923231       1.136755       1.599759        1.08883       1.034393       1.454954       1.737207       1.785363       1.571949      11.598807       2.040615       2.083506       1.810284       1.849815       1.778725       1.818111       1.718466       1.840907       1.278358       1.266181       1.152534       1.393025       1.322537       1.514851       1.539638       4.166934        1.59459 0.002171300883 0.0004990649946  0.01352962891 0.000259972293 0.002051347426 0.0009168125094 0.002092758868  0.02204649872 0.001036991864 0.0005548929569  0.02057028818  0.01876014098   0.1056819379  0.00579089909  0.01573611111  0.06923854253 0.007307790704 0.009445882237 
500          NO_ID       2.286316       1.930573       1.939389       2.026138       2.225789       2.103464       1.982041       1.922223       1.143267       1.663467       1.089026       0.936193       1.459242       1.737241       1.785511       1.580013      11.587031       1.953747       2.084018       1.809118       1.849303       1.808463       1.821847       1.716034       1.793835       1.272374       1.188367       1.084438       1.392949       1.323561       1.509535       1.539958        4.20943       1.597414            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
501          NO_ID       2.286412       1.915172       1.994234       2.058907       2.258415       2.059819       1.888382        2.01853       1.046683       1.496775       1.136978       0.925188       1.540902       1.756708       1.736996       1.695676      10.599799       1.981064       2.120373       1.808958       1.920832        1.80818       1.899669       1.732469       1.794155       1.404087       1.188203       1.084401       1.438518       1.349987       1.510669       1.546958       4.199388       2.179844 0.003994825149 0.002455087615 0.003820361206 0.0002305510462 0.000742832633 0.0004936719014 0.002411271075  0.01993030786 0.002575861408  0.00115369517 0.006042294189 0.005421634617  0.04156364826 4.500728775e-05  0.07427777778  0.08073731653 0.002396998076  0.01091242079 
502          NO_ID       2.286469       1.964085       1.941811       2.052869       2.233397       2.029503        1.87231    2.015632012       1.714502       1.660982       1.169308       1.071013       1.530938       1.576632       1.810868       1.640824    10.43093778       2.376664       2.103672       1.804872       1.861828       1.760483       1.730362       1.805394       1.703777       1.308238       1.299582        1.21796       1.367638    1.329674066       1.355506       1.409187        3.66432       2.095451            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
503          NO_ID       2.287314        1.97813    1.808726149       1.909268       2.158812       2.105253       1.899199        1.93374       1.472986       1.659824       1.131837       0.967105       1.511421       1.761883        1.82311       1.645268      10.095306       2.400811    1.957707102       1.820567       1.784537       1.821795       1.827427       1.714473       1.749122       1.396585       1.347781       1.194484       1.409568       1.339951    1.429601883       1.522738       3.540286       1.293867            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
504          NO_ID       2.287969       1.947445       1.943357       2.044517       2.191813       2.009151       1.876022       1.899522       1.698118        1.61268       1.168188       1.071129       1.532538       1.576484       1.815712        1.60556      11.834472       2.473872       2.109708        1.80472       1.845476       1.735963       1.734482       1.803986       1.707889       1.307214       1.302038       1.217632        1.29569        1.25638       1.381234       1.416675       3.697684       2.165931            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
505          NO_ID       2.289542       1.977933       1.941437       2.012154       2.211961    2.022849452       1.938241       1.922511       1.136677       1.595047       1.084606       1.050753       1.460004       1.736593       1.788743       1.569209      11.518551       2.157335       2.123442       1.814318       1.849041        1.64671       1.766551       1.715842       1.796619       1.278312       1.188373       1.090838       1.425701       1.327529       1.455427         1.5405       4.162952       1.616286            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
506          NO_ID       2.291491       1.982783       1.938154       2.021789       2.174188       2.146869       2.000872       2.033205       1.829808        1.50063        1.03948       1.052008       1.517655       1.615234       1.825561       1.633732       11.26853       2.347878       2.073265       1.860684       1.850887       1.793371       1.914943       1.832404       1.818735       1.326161       1.294274       1.232653       1.286805       1.370552       1.350521       1.404588       4.196078       2.074163 0.003492490465  0.00416329555  0.01018536162 0.0003235623415 0.001706492993 0.0005191757588 0.001298479838   0.0165117455  0.00572038626 0.005935838365  0.01027932582 0.008945904597   0.1398783591 0.002908772299  0.04906944444  0.08125372502  0.06414636605 0.001685267307 
507          NO_ID       2.293406       1.909917       1.831044       2.038764       2.312108       2.124182       1.973575       1.922807    1.602457657       1.601355       1.088216       1.054038       1.439038       1.583902        1.76418        1.67924      10.698393       2.474789       2.066925       1.847964       1.969368       1.672581       1.815225       1.692697       1.863693        1.45391       1.192721       1.134806       1.276846       1.360263       1.360072       1.399308       3.635386       1.619892 0.005488853028 0.0004272295821 0.005341464663 0.0008559303627 0.0004474054419 0.0007941677894 0.002738691223  0.02098066537 0.0008045476347 0.002190791475 0.007222495878 0.005733432808    0.100470826 0.008844740614  0.05956944444  0.05259902175  0.01171208181 0.004980531165 
508          NO_ID    2.297373781    1.909501482     1.84819578    2.037942065    2.302111075    2.124181949    1.968046999    1.922807493    1.815055051    1.601370624     1.09195595    1.054038289    1.422654482    1.586590019     1.76419226    1.673863698    11.09160904    2.458916885    2.066829043    1.847971687    1.969368057    1.672577412    1.815224633     1.69244127    1.863693317    1.445013844    1.195038554    1.119089828    1.276910112    1.290630844    1.351040201    1.398283893     3.63566163    1.616179909 0.005486296354 0.0003950278141 0.005341464663 0.0007410506926 0.0003748969218 0.0007721664922 0.004631638064  0.02089992393 0.0008045476347 0.002190791475 0.008106849586 0.006593412998    0.200490555 0.008482434647  0.05633333333  0.05625175346  0.01237789528 0.003825313624 
509          NO_ID       2.297382       1.901309       1.846148        2.03722       2.317604       2.137238       1.868719       1.924135    1.739555457       1.601435       1.091956       1.053766        1.42259        1.59028        1.76496        1.67284      11.120281       2.458981       2.046349        1.83338       1.969208       1.672705       1.818535       1.692757       1.863693       1.444954       1.195133       1.135474       1.276874       1.290823       1.321856       1.398188       3.818958       1.616132            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
