%eval_id interface  DAKOTA_B_RC_1  DAKOTA_B_RC_2  DAKOTA_B_RC_3  DAKOTA_B_RC_4  DAKOTA_B_RC_5  DAKOTA_B_RC_6  DAKOTA_B_RC_7  DAKOTA_B_EP_1  DAKOTA_B_EP_2  DAKOTA_N_RC_1  DAKOTA_N_RC_2  DAKOTA_N_RC_3  DAKOTA_N_RC_4  DAKOTA_N_RC_5  DAKOTA_N_RC_6  DAKOTA_N_RC_7  DAKOTA_N_EP_1  DAKOTA_N_EP_2  DAKOTA_P_RC_1  DAKOTA_P_RC_2  DAKOTA_P_RC_3  DAKOTA_P_RC_4  DAKOTA_P_RC_5  DAKOTA_P_RC_6  DAKOTA_P_RC_7  DAKOTA_P_EP_1  DAKOTA_P_EP_2 DAKOTA_Al_RC_1 DAKOTA_Al_RC_2 DAKOTA_Al_RC_3 DAKOTA_Al_RC_4 DAKOTA_Al_RC_5 DAKOTA_Al_RC_6 DAKOTA_Al_RC_7 DAKOTA_Al_EP_1 DAKOTA_Al_EP_2 DAKOTA_Be_RC_1 DAKOTA_Be_RC_2 DAKOTA_Be_RC_3 DAKOTA_Be_RC_4 DAKOTA_Be_RC_5 DAKOTA_Be_RC_6 DAKOTA_Be_RC_7 DAKOTA_Be_EP_1       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20 
1087         NO_ID       1.875808       1.649213       1.368665       1.239652       1.620855       1.736544       1.718631       3.169247        5.48412        1.38196       1.110482         0.8506       1.217545         1.1701       1.086717       1.066466       2.204397       2.836703       2.031462       1.859686       1.174097       1.630642       1.812632        1.94634       2.112322       4.737847      10.488701       2.152754       1.670198       1.813573       1.881397        1.92221       2.110002       1.915669       3.036919       3.660986       1.661845    1.422947482       1.569619       1.272782       1.163533       1.515637    1.551462004       7.904975 0.001833513608 8.457244757e-05  0.00326388341 0.002864322097 0.003608609454 0.001301910017 0.001317443101 5.127913004e-06 0.0006181055799 6.599927831e-05 0.0008314104032 0.001168522097 0.0001649085125  0.02749332136  0.03547036171   0.3945977881  0.01624553682  0.04755577775   0.1600705882  0.06679459529 
1088         NO_ID       1.887946       1.721871       1.415099       1.299546       1.627237       1.714954       1.630451       4.288061       5.840393       1.417399       1.166655       0.895872       1.121961       1.236665       0.937032       1.066531       2.059993       2.971845        1.92964    1.828198258     1.29523938       1.688788       1.804093       1.842655       2.121883       4.755817      10.545247       2.015815        1.65948       1.715393       1.965283       1.868498       1.966061       1.844486       3.253335       3.635007       1.566884        1.56718       1.443085       1.296996       1.181959       1.452208       1.520401       8.706417            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
1089         NO_ID    1.889762041    1.713215432    1.416315044    1.296685841    1.626940857    1.714702185    1.640155025    4.317757215     5.79572073    1.436855459    1.150271371   0.8917758012    1.080432992      1.2361534   0.9797843094    1.073898538    2.033689086    2.840182698    1.962432012    1.866971453     1.28906247    1.688791975    1.770173005    1.835726608    2.122330615    4.757151338    10.59078289    2.072711023    1.653608135    1.715837112    1.969394899    1.916370176    1.963052544    1.848709943    3.245143228    3.651967005    1.589412128    1.568783671    1.472269122    1.240584201     1.18163913    1.452540493    1.683360003     8.70672122 0.0007105444103 3.258533913e-05 0.002072856506 0.003468957136 0.001602725938 0.001930944705 0.004468463905 5.127913004e-06 0.0008233755779  0.00042062628 0.0004817995711 0.0002114406271 0.001027326054 0.004481539064   0.0366466646    0.759691464  0.01236406277  0.04685590885   0.2073647059  0.07847755469 
1090         NO_ID       1.889882       1.588701        1.42285       1.255084       1.602681       1.720156       1.751591         4.1308       5.714776       1.344298       1.114826       0.845702       1.196553       1.180596       1.088313       1.079084       2.247405       2.986091       2.013492       1.860188        1.28277       1.630066       1.763432       1.965148       2.099962       4.694689      10.553025       2.185058         1.6802       1.788942       1.838095       1.823475        2.03963        1.79044       3.008799       3.640302       1.664115       1.543982       1.572067         1.2475       1.136713       1.413334       1.513628       7.896719 0.002706291951 2.926088098e-05 0.003186268636  0.00279817266 0.003356322645 0.001837305871 0.0007925286481 5.127913004e-06 0.0006305308537 7.035520647e-05 0.0008305370812 0.0003565732436 0.0002291046755  0.03253676474  0.01537132786  0.07496471966  0.01750650246   0.0476184572   0.1102352941  0.03484175537 
1091         NO_ID    1.893546369       1.785624       1.309861       1.263256       1.541882       1.767854       1.667439       3.901629       6.332403       1.361154       1.092808       0.913524       1.228027       1.222623       1.088687    1.175721287    2.164938787       2.271575       1.916645        1.76896       1.173323       1.709928       1.692607       1.877057        2.01788       4.735536      11.181275       2.014353       1.711104       1.728084       1.952358       1.739533       2.045903    1.783910153       3.125986       3.967691       1.683061       1.599062       1.489195       1.191851       1.144474    1.483752574       1.670067       7.828601            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
1092         NO_ID       1.899031        1.65061       1.436749       1.208818       1.564138    1.781537422       1.726917       3.887032       5.561587       1.442701       1.191503       0.949441       1.100883       1.246305       1.038698       1.237013       1.791476       3.043034       1.884589       1.743831       1.163492       1.777293       1.750539       1.862497       2.078239       4.733212      11.059565       2.013217        1.78721       1.658703       1.822508       1.865893       2.047469    1.745974331       3.593098       3.719383       1.585958       1.522647       1.440111       1.219493       1.116828       1.444526       1.512347       7.955133 0.002758244168 5.014915649e-05 0.002797808053  0.00436062696 0.002425983472 0.002454106278 0.0001447214334 5.127913004e-06 0.0008853686908 0.0006276815558 0.0002937532991 0.0007339390395 0.001194166802 0.006148177586  0.02858546829    0.129890442   0.0173956032  0.04739169746   0.1718352941  0.06489813718 
1093         NO_ID       1.899313        1.61933       1.399881       1.242107       1.696023       1.693539       1.686901       3.254394       6.637129       1.368663    1.063363783       0.911908       1.076303       1.203646       0.973797       1.106727       2.592254       2.538121       2.007041       1.862155       1.305164       1.704119       1.749097       1.869358       1.999682       4.735454      11.532185       2.079151       1.784694       1.645488       1.946231       1.724636       2.060334       1.851736       3.036486       3.635426       1.585988       1.504119    1.538031287       1.151586     1.11310097       1.497862       1.576098       8.419788 0.003554686915 3.528851046e-05 0.002832315223  0.00333797437 0.001279126662 0.002056279106 0.0005880461909 5.127913004e-06 0.0005838267723 0.0006686670703 0.0002579763493 0.006301394087 0.004575833012  0.00934020315  0.03969864557   0.4151384956  0.01767079766  0.04736538916   0.2160235294  0.08536650918 
1094         NO_ID       1.899863        1.78564       1.308597       1.223272       1.603378    1.755172288       1.667575       3.877053       6.274035       1.361302       1.092182       0.915908       1.234347       1.223563       1.088303       1.145112       1.712695       2.189655       1.916037        1.77216       1.172811       1.731992       1.749785       1.879645       2.013224       4.599888      11.194907       2.166684       1.729864        1.72794       1.943788       1.748389    2.061776523       1.914105       3.177698       3.957331       1.692279       1.599068       1.489259       1.191871       1.144146       1.411474       1.662499       7.789321   0.0032857397 3.656914464e-05 0.002865968691 0.002547817578  0.00274006892 0.002306173978 0.0003081774626 5.127913004e-06 0.0008039691186 0.0004034790013 0.0005032669946 0.001833064977 0.001715566839  0.02644142652  0.01785555961   0.1147449885  0.01689039547  0.04730386974   0.1244705882  0.04110880565 
1095         NO_ID       1.899863        1.78564       1.308893       1.223272       1.603378        1.76695       1.667563       3.877053    6.103557154       1.361814       1.093782          0.916       1.239979       1.223555       1.086255       1.161496       1.718839       2.210175       1.919621         1.7696       1.173515       1.731992       1.749785       1.879645       2.013224       4.599888      11.194907    2.166475625       1.725768        1.72794       1.956428       1.748391    2.052623823       1.912057       3.179202       3.957331       1.692215       1.594972       1.489227       1.191871       1.142098       1.411474       1.662563       7.789321 0.003033085752 4.222834108e-05 0.002907516512 0.002559155603  0.00274006892 0.002225109926 0.0003841924591 5.127913004e-06 0.0007970974478 0.0004013261676 0.0005047984419 0.001833064977 0.001715566839  0.02467540842    0.018560521  0.06472295741  0.01680003311  0.04728686182   0.1275764706  0.04273179854 
1096         NO_ID        1.89987        1.77172       1.304901       1.284719       1.701683       1.603441       1.698034        3.18278       5.029082       1.360927       1.026435       0.981445       1.070349       1.223563       0.941166       1.145113    2.109269535       2.187604        1.99929    1.871414603    1.324283066       1.715669       1.731968       1.838701       2.013225    4.262848242      11.593751       2.003059       1.705503       1.728165       1.943789       1.781174       2.094549       1.893112        3.56823       3.622193       1.725595       1.488462       1.554752       1.297287       1.224275       1.417395       1.598298       8.837902            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
1097         NO_ID    1.901884661    1.779093653     1.35105253    1.195515557    1.600169873    1.650602416    1.599546862    3.439902464    6.046867647    1.445768085    1.055283608    0.930615462    1.075103419    1.143858359    1.038975703    1.233078569    2.262764389    2.610373861    1.898517185    1.742796849    1.303770124    1.736655778    1.661103786    1.979130097    2.091382685     4.63211117    10.77173744     2.12203265    1.793926808    1.804469082    1.937144492    1.868811469    2.117562735    1.751197022     3.53863513    3.290663042    1.627799438    1.586873888    1.512222855    1.304086203    1.230144803    1.597506463    1.585701665    8.923453929 0.0008212129141 5.123272006e-05  0.00286697217 0.002942496761 0.002046890373 0.001977089842 0.004590660878 5.127913004e-06 0.0007256260834 4.147624041e-05 0.0008627497074 0.001127524335 4.097436401e-05 0.0002595515205  0.03114436965   0.9164084682   0.0116617008  0.04722373698   0.1807529412   0.0665432442 
1098         NO_ID       1.901979    1.589304039       1.334369       1.246256       1.604296       1.605076       1.632142       3.046328       6.302468       1.328311       1.142715       0.875172       1.103924       1.174434       1.077898       1.137394       2.246707       3.088502       2.073539       1.861187       1.223278       1.798168       1.802878    2.013683057       2.107343       4.757254      11.018691       2.078778       1.817138       1.648265       1.932502        1.85093       1.955248       1.733851        3.60039       3.419255       1.555246       1.435309       1.553673        1.26373       1.138444       1.468893       1.499054       7.556932 0.001545950827 5.850257063e-05 0.004518323563 0.003405133906 0.003021648968 0.0005241619088 0.002151204235 5.127913004e-06 0.0006934795276 0.0005737245899 0.0003479222419 0.001401298026 0.001100460625  0.02554666595  0.01925047728   0.6993640759  0.01578961764  0.04723089092   0.1279529412  0.04308023752 
1099         NO_ID       1.902369        1.65075       1.434125       1.226256       1.706217       1.726459       1.619906       3.251122       6.635465       1.475777       1.188778       1.013312       1.063159       1.245924       0.971433       1.085815        2.58181       2.522929       2.008257       1.873631       1.282316       1.714567       1.751405       1.994951       1.989128       4.734558      11.203985       2.079103       1.664936       1.629456       1.940279       1.744572       2.077382        1.86082       3.070884        3.63057        1.58597       1.533615        1.38983    1.218795016       1.138423       1.610461       1.578026       8.360764 0.003847473286 2.904564138e-05 0.003519898059 0.003377058805 0.002860119831 0.002324461989 0.0003105267999 5.127913004e-06 0.0005787027478 0.0007465355688 0.0001791433741 0.000424655786 0.001009501693 0.001361335449  0.03758501938   0.1816835263  0.01784741499  0.04728929763   0.2105882353  0.08259679577 
1100         NO_ID       1.902592       1.622612       1.319056       1.295352        1.68194       1.634658       1.721333        4.07978        6.55164       1.435054       1.037346       0.937441       1.133219       1.234702       0.995647       1.170748       2.382694       2.376814       1.980678    1.753523167       1.318106       1.776851       1.722049       1.909716       2.086152       3.944112      10.199769       2.088681    1.819328962       1.812461       1.859599       1.882669       1.975473       1.839446       3.143124       3.994957       1.700265       1.414572        1.51675        1.12908       1.256458       1.564831       1.518281       7.960818 0.002419400816 5.460757463e-05 0.002978803263 0.003491053361 0.001850000313  0.00120492289 0.001449215561 5.127913004e-06 0.0007282351431 4.809672087e-05 0.0009478004006 0.008214182904 0.006014679784 0.009655092507  0.03743693209  0.02956943265  0.01637286559  0.04759667578   0.2136470588  0.08057250427 
1101         NO_ID       1.903483    1.616867526       1.452354       1.205897       1.622542        1.67941       1.698556       4.433535    6.402525911       1.448351       1.107196       0.892646       1.073055       1.224317       0.970843       1.116577       2.326067       2.531035       2.000693       1.850404       1.215861       1.759077       1.834502       1.975293       2.093312       4.387617      10.020688       2.134615       1.708089       1.641625       1.957717       1.877932       1.951868       1.874481       3.092831       3.610415       1.575963       1.490264       1.478023       1.256562       1.125807       1.423027       1.525722       8.429569 0.002717830744 3.288328192e-05 0.002948357527 0.002997618386 0.002572443642  0.00153857487 0.001113828284 5.127913004e-06 0.000532312917 0.0006361232608 0.0002858516158 0.0005350143396 0.0009320889374  0.01411113011  0.04205540966    0.173414569  0.01709165709  0.04731595319   0.2295529412  0.08883310055 
1102         NO_ID    1.903483239       1.589847       1.453378       1.206409       1.622538       1.677362       1.698676       4.460145       6.248314       1.467423       1.107172       0.892666       1.072895       1.224317       0.970861       1.116577       2.327157       2.531711       2.000693        1.85045       1.215861       1.762793          1.838       1.975293       2.093244       4.369153      10.021104       2.134647       1.704921       1.636257    1.967416878        1.87998       1.950568       1.874481       3.551583       3.605839       1.575075        1.49128       1.478019       1.272946       1.125807       1.423043       1.526618       8.429889 0.002519743498 3.259810489e-05 0.002957178375 0.002916635444 0.002695060654 0.001476931768 0.001174164965 5.127913004e-06 0.0005315763859  0.00067225024 0.0002512446668 0.0007630813602 0.001047739286  0.01413068445  0.04204850071   0.2009271108  0.01706290543  0.04735533387   0.2295529412  0.08883310055 
1103         NO_ID       1.903645       1.703094       1.438989       1.196084       1.604266       1.646306       1.611835       3.251326       6.138636       1.356206       1.056116       0.934691       1.057695       1.141474       1.039744       1.189327       2.179308       2.954884       1.899537       1.846493        1.30157       1.736664       1.660656       2.006626       2.073463       4.561263      10.839737       2.119345       1.794583       1.814347       1.937496       1.867195       2.081963       1.763517       3.607835       3.339811       1.627745       1.478421    1.516913469       1.303846       1.207538       1.513058        1.57125       9.130266 0.0008055627364 4.694076429e-05 0.002492613732 0.002933637716 0.005171527693 0.001955528892 0.004564168486 5.127913004e-06 0.0005897078233 3.774425629e-06 0.0008988776574 0.0006454957101 0.001397957042 0.004250197048  0.02976066081   0.8600748974  0.01247085465  0.04720857353   0.1721411765  0.06414839959 
1104         NO_ID       1.903653       1.779094       1.446797       1.206252        1.62065       1.649066       1.593403       3.454846       6.400776       1.463432       1.051852       0.930595       1.157023        1.14013       1.039488       1.189167       2.231558       2.957574       1.903445       1.744125       1.301182       1.738152       1.659056       2.010562       2.074583       4.659743      10.841177       2.120273       1.796583    1.689789671       1.938648       1.865995       2.102857       1.776541       3.518123       3.286179       1.601225       1.427023       1.570207    1.221674585        1.21193       1.595586       1.540262        9.13153  0.00195769676 3.150631019e-05  0.00290072937 0.002940342465 0.002161812498 0.001004691667 0.001660620285 5.127913004e-06 0.0007251585031 0.0005108735725 0.0004039422929 0.0002543762541 0.000502171519 0.009376240308  0.02792892211   0.1406538476  0.01580193978  0.04720357608   0.1691294118  0.06292670531 
1105         NO_ID       1.903687       1.786024       1.308597       1.227112       1.593866       1.766958       1.667575       3.876559       6.276595       1.357206       1.100374        0.90419       1.226667       1.224269       1.092399       1.057454    2.551476127       2.189511       1.918085       1.768554       1.203531       1.729944       1.749787       1.880573       2.082172        4.67976      11.194907       2.167196       1.729352        1.78554       1.924988       1.748901       2.059097       1.913883        3.17769       3.957335       1.689207       1.601884       1.487275       1.191871        1.14398       1.411474       1.687075       7.905209 0.003500035906 1.685520743e-05 0.002866466548 0.002549230307  0.00294902483  0.00250263286 0.0001077712417 5.127913004e-06 0.0006289434974 0.0001085742877 0.000793264202 0.001941686973 0.001533370238  0.03498752244  0.01347210759   0.2296681135   0.0172107711  0.04752409455   0.1026352941  0.02929801287 
1106         NO_ID    1.903694097    1.772103797      1.3049013    1.288558775    1.692170508    1.603632633    1.698033634    3.182285976    5.031642129    1.356831492    1.034626984   0.9697266068     1.06266949    1.224268839   0.9452618897    1.057455193    2.608907166    2.187460117     1.98899592    1.883243358    1.138238833    1.713620509    1.731969535    1.839629158    2.082173292    3.892974442     11.5937506    2.003571264    1.704991478     1.78576512    1.924988919    1.781685575    2.091868916    1.892890219    3.568221748    3.622197123    1.722522851    1.491277984    1.552768022    1.297287064    1.224109475    1.417395006    1.622874319    8.953789652 0.0004435251293 3.147550262e-05 0.002520474969 0.004313070804  0.00306761675 0.001583295029 0.004183821056 5.127913004e-06 0.0007172580959 8.64072206e-05 0.0008103879978 0.001194091552 0.001643857625  0.01687657126  0.04665123697    1.106455112  0.01255710963  0.04709399714   0.2449176471  0.09497231745 
1107         NO_ID       1.904654       1.591787        1.35079       1.262798       1.694503       1.656506       1.760748       4.229613       6.990758       1.380516       1.095042       0.881559       1.080377       1.204298       1.045767       1.186154       2.157742       2.604635    1.908157022       1.879931    1.170756311       1.777783       1.647239       1.999603       2.123935       4.037542       10.33381       2.093721       1.677221       1.618695        1.83055       1.764735       1.944231       1.903988       3.560303       3.902219       1.726854       1.601407       1.513915       1.297144       1.066211       1.412332       1.533926         7.6453 0.004453534399 4.93801031e-05 0.002234021433 0.003374173011 0.001647569343 0.002222645935 0.0004412220443 5.127913004e-06 0.0006513363975 0.0007265213354 0.0002024159414 0.0004173893104 0.002641048368 0.007225857993  0.02688717582    0.242022859  0.01788438141  0.04730790091   0.1622352941  0.06155506351 
1108         NO_ID       1.905881       1.713558       1.454221        1.19478       1.601194       1.650586       1.599587       3.439218       6.094804       1.445256       1.055284       0.930455       1.075127        1.14437       1.039032       1.233073       2.121212       2.610318       1.898415       1.742797       1.303758       1.736592        1.66112        1.97913       1.993079       4.633135      10.951961       2.122033       1.812359       1.806005        1.91552       1.868299       2.094011       1.751197       3.502215       3.306951       1.627799       1.480122       1.511199       1.304074        1.20557       1.572946       1.591708       8.923454 0.0007573853311 5.121671114e-05 0.002951375959 0.002951078962 0.005284460258 0.001900190223 0.004512992334 5.127913004e-06 0.0007242001624 5.835840885e-06 0.0009104752893 0.0007537239157 0.001479107402 0.0002595515205  0.03102236484   0.8738031678  0.01189582146  0.04720586092   0.1802823529   0.0665432442 
1109         NO_ID       1.707883       1.694621       1.465145       1.250401       1.701512       1.614688       1.748469       3.631545       5.941321       1.424291       1.145752         0.9562       1.135867       1.071683       1.040135        1.18058       1.805875       2.505541       1.915548        1.81328       1.317486       1.663831       1.737881       1.977947       2.059072       4.381345      11.532657       1.998267       1.655415       1.664575        1.78944       1.723621       1.993214       1.731899       3.514147       3.465319       1.592168       1.510403       1.565824       1.227679       1.198726       1.545889       1.496047       7.557026 0.001412602123 3.347356448e-05 0.003028754778 0.004475909801 0.002125242725 0.0006564435348 0.002023183169 5.127913004e-06 0.0006025276973 0.0005932194626 0.0003257611752 0.000461433502 0.0005802916743   0.0110153912  0.02843850551   0.2399524611     0.01587998  0.04709054221   0.1702117647  0.06372498685 
1110         NO_ID       1.708317       1.717427       1.410324       1.190296    1.576982433        1.70621       1.787976        3.24774       6.823204       1.356146       1.157014       0.917939       1.140204       1.228361        1.04882       1.210788        2.43527       2.376013       1.938833       1.715363       1.195395       1.732494       1.709788        1.89553         2.0331       4.552499      11.282096       2.128157       1.710135       1.780669       1.874409       1.906354        2.01899       1.915219       2.680709       3.203357       1.662594       1.550962       1.479615        1.21395       1.134838       1.511654       1.675857       8.847238            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
1111         NO_ID       1.708675       1.674035       1.328278       1.263113       1.616051       1.605636       1.725793       4.094569       6.436777       1.328323       1.150164       0.917698       1.054915       1.075163       1.022705    1.186598058       1.730868       3.072567       2.005087        1.80908       1.301942    1.782221514       1.710397       1.952347       2.095608       4.484385      11.859777       2.038943       1.763251       1.666129       1.802174       1.756869       2.012598       1.729531       3.494229       3.476781       1.594156       1.529429       1.565824       1.197513       1.093821       1.543389       1.535538       7.992454            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
1112         NO_ID       1.709134       1.679832       1.308016       1.210817       1.540422       1.682294       1.661474       3.208844        6.65997       1.365761       1.109271       0.832387       1.189826       1.136202       1.036611       1.188741       2.220643       3.006708       1.958536        1.86786       1.161886       1.684885       1.705673       1.935025       2.087369       4.051817      11.207064       2.091301       1.778414       1.780692       1.857832       1.742603        2.12983       1.835152       3.065862       3.872584       1.690225       1.556073       1.422018       1.255163       1.113458       1.504863       1.627224       8.076921 0.003054300499 3.751855362e-05 0.002956290389 0.003294304763 0.001656971834 0.001704987099 0.0009612450131 5.127913004e-06 0.0006482413792 0.0001836805414 0.0007170741747 0.0001805363437 0.000905970051  0.01207350186  0.02748564316   0.1581735957  0.01667270433  0.04744128441   0.1688470588  0.06272821384 
1113         NO_ID      1.7095578       1.614427       1.368078       1.285752       1.607175       1.693686       1.718492       3.751886       5.101991       1.350034       1.193445        0.85553       1.187188       1.144355       0.995765       1.192311       2.055788       3.175562       1.945969       1.860099        1.25247       1.655168        1.74664       1.941463       2.117899       4.707301      11.805251       2.072255        1.69019       1.676935       1.942333       1.784497       2.010458       1.765719       3.207411       3.623244    1.554454575       1.517052       1.390285       1.130005       1.242319    1.513962591        1.53615       8.396304            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
1114         NO_ID       1.710025        1.60518       1.431884       1.216554       1.698046       1.692172       1.775711       3.236463       5.050249       1.435045       1.040989        0.83402       1.134185        1.07436        0.99699    1.161719395       2.055705       2.901557       1.942653       1.728706       1.144228       1.729785        1.71436       1.886831       2.089992       4.610339      11.548479        2.08935       1.795535       1.782213       1.904349       1.757379       1.963401       1.830277       3.251494        3.60286       1.593957       1.479586       1.521025       1.171845       1.258631       1.454844       1.522401       8.444582 0.0006867042845 2.485485543e-05 0.003413692437 0.003257489421 0.002330830116 0.001690511639 0.004315383941 5.127913004e-06 0.001060238653 1.203184138e-05 0.0008831369695 0.003269416731 0.002622666534 0.002907508421  0.03683110276    1.239952992  0.01132489564  0.04707822474   0.2116235294  0.07810268589 
1115         NO_ID       1.710027    1.705660805       1.431778       1.216441       1.621146       1.672214       1.701862       4.460655       6.327972       1.466847       1.140004        0.94832       1.077031       1.199741       0.971605       1.127873       2.523743       2.436074       1.932685       1.855581       1.208613       1.751017       1.747523       1.944029       2.095292       4.374017       10.05736       2.079303       1.728385       1.645153       1.933295       1.868004       1.958936       1.870577       3.508423       3.599471       1.581947       1.486544       1.469851       1.274978       1.138863       1.468099       1.496186       8.366401            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
1116         NO_ID       1.713214       1.601339       1.382592       1.285724       1.572291        1.72601       1.738268       4.470366       5.052779        1.34374       1.160033       0.949046       1.195636       1.140195       1.044489       1.192663       2.125064       2.926084       2.041969       1.880663       1.276092       1.658784        1.75296       1.926103       2.123691       4.745189      11.921155       2.057787       1.666526       1.677175       1.941333       1.785009       2.014554       1.786231       3.593619        3.66735       1.737336       1.518204       1.392425     1.23845596       1.242871       1.419384        1.55295       8.418392 0.0007150990341 4.160320969e-05  0.00375281902 0.003663727401  0.00176300829 0.001768950737 0.004353708946 5.127913004e-06 0.0005188174872 0.0006076128733 0.0003076073608 0.001108267967 0.001127954189   0.0152757558  0.02781527235    1.117013648  0.01216690853  0.04646300039   0.1651764706  0.06043045712 
1117         NO_ID    1.714365987       1.601251       1.383496       1.285744       1.572393       1.727546       1.749532       4.472782       5.062567       1.344128       1.188705   0.9491098792       1.195638       1.144547       1.044521       1.192343       2.172588    2.926100267       2.039921       1.880647       1.261686       1.639072       1.748864       1.929199       2.123819       4.736997      11.912963       2.060991       1.697246       1.677191       1.941237       1.785009       2.012378       1.784803    3.641096234       3.629462    1.737464126       1.519996       1.390125       1.122325       1.244919        1.41324        1.53759        8.39432 0.0007196353529 4.431022666e-05 0.003744447979 0.003500965274 0.002332586138 0.001771356945 0.004355963974 5.127913004e-06 0.0005165178766 0.0005974476448 0.0003181457242 0.009253085801 0.007356513551  0.01668164078  0.02776392245    1.156100627  0.01215869377  0.04657260701   0.1650823529  0.06035548336 
1118         NO_ID       1.717053       1.667546       1.348656       1.179957       1.592678       1.761246       1.642356       3.336395       6.501281       1.388005       1.036971       0.940305       1.164731         1.1853       1.057718        1.06987       2.364085       2.878965       1.911569       1.709889        1.21371       1.673335       1.651536       2.019523        2.12775       4.119728      10.775389       2.065259       1.711527        1.64894       1.860596       1.911152       2.044766       1.903344       2.694363       3.818829    1.706064501        1.45388       1.428611       1.181053       1.220681       1.550592       1.541293       7.769003 0.003227667061 2.059934998e-05 0.003030856118 0.005058815498 0.001806762223 0.002001132355 0.0006594149067 5.127913004e-06 0.0007448533845 0.0006628682409 0.0002594096002 0.002624372977 0.002047417542  0.02653577447   0.0196921281  0.05852818526  0.01661109363  0.04706994599   0.1330823529  0.04657757439 
1119         NO_ID    1.719563827        1.66883       1.440073       1.249264     1.68344194       1.691579       1.619842        3.04633       6.630153       1.311927       1.184442       0.906304       1.106103        1.21162       0.971403       1.134999       2.575886       2.518705       1.959105       1.877583       1.262308       1.732743       1.681673       1.993827       2.024462       4.733318      11.584449       2.079011       1.659464        1.65544       1.953991        1.73569        2.10251         1.8342       3.087254       3.632346    1.596966429       1.500147       1.550735      1.2554996       1.116935    1.459804071       1.579838       7.955132 0.003037690289 4.854350581e-05 0.003258383351 0.003382948985  0.00192951977 0.001733246636 0.0009206691716 5.127913004e-06 0.0006165669614 0.0007006747655 0.0002205885593 2.644629123e-05 0.0008854512363 0.009769746972  0.04098082565  0.03584692157  0.01717791206  0.04724954453   0.2249176471  0.08681312474 
1120         NO_ID       1.719947     1.66157016       1.437754       1.216457        1.60099       1.671628       1.688468       4.427983       6.379572       1.467871       1.103568         1.0144       1.072935       1.200085       0.938837       1.122753       2.348895       2.432618       1.937261       1.855515       1.208917       1.755953       1.700019       1.942493       2.111676       4.372545      10.075708       2.096775       1.703809       1.643825       1.957239       1.876196       1.958936       1.857265       3.504991       3.601391       1.591419        1.48232       1.477747       1.274978       1.068847       1.436483       1.523706       7.842113            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
1121         NO_ID        1.71996       1.737695       1.410267       1.250811       1.679214        1.73193       1.748136       3.417569       6.153308       1.348954       1.074227       0.877937       1.066578       1.214214       0.979008       1.175104       1.823506       2.249285       1.929239       1.843991       1.256664       1.719263       1.687831       1.982989       2.066281       4.468876       11.52892       2.040171       1.724735       1.665251       1.782963       1.745791       1.978974       1.901991       3.113755       3.899337       1.700993       1.560244         1.5414       1.166522       1.133717       1.501137    1.560052082       8.455025            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
1122         NO_ID       1.720219       1.599907       1.383182       1.217656       1.571399       1.727482       1.694236       3.579854       5.101975       1.351104       1.194305        0.86257       1.186824       1.143861       0.944053       1.192343       2.180716    2.357519063       2.040177       1.882663       1.255798       1.654624       1.746848       1.941423    2.073666899       4.736869      11.728547       2.062751       1.691726       1.676935       1.941309       1.800881       2.040958       1.751651       3.591331        3.62287    1.638960451       1.518204       1.390361       1.167645       1.234663       1.424401        1.53535       8.400464            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
1123         NO_ID       1.720555    1.694133397       1.471833       1.246617       1.701512       1.616156       1.745873       3.623737       5.918137    1.429475366       1.139416        0.91253    1.146901486       1.079203       1.016007       1.175924       1.854323    2.395701007       1.906332         1.8134       1.293422       1.663905       1.737437       1.970779       2.091496       4.472481      11.862185       2.005791       1.710227       1.666111        1.78929       1.815109       2.049662       1.734395       3.541075       3.468247       1.574408       1.526275       1.566168       1.237917       1.198678       1.545991       1.495543       7.530882  0.00139681218 3.189317269e-05 0.003046879282 0.005970026375 0.002140453592 0.000667186864 0.002011545462 5.127913004e-06 0.000586020121 0.0006074055479 0.0003132567928 0.001218413312 0.0006035070544 0.001296672854  0.03375493441    0.260680945  0.01596623498  0.04713898925   0.1925411765  0.07375852354 
