%eval_id interface DAKOTA_Al_RC_1 DAKOTA_Al_RC_2 DAKOTA_Al_RC_3 DAKOTA_Al_RC_4 DAKOTA_Al_RC_5 DAKOTA_Al_RC_6 DAKOTA_Al_RC_7 DAKOTA_Al_EP_1 DAKOTA_Al_EP_2  DAKOTA_N_RC_1  DAKOTA_N_RC_2  DAKOTA_N_RC_3  DAKOTA_N_RC_4  DAKOTA_N_RC_5  DAKOTA_N_RC_6  DAKOTA_N_RC_7  DAKOTA_N_EP_1  DAKOTA_N_EP_2  DAKOTA_P_RC_1  DAKOTA_P_RC_2  DAKOTA_P_RC_3  DAKOTA_P_RC_4  DAKOTA_P_RC_5  DAKOTA_P_RC_6  DAKOTA_P_RC_7  DAKOTA_P_EP_1  DAKOTA_P_EP_2 DAKOTA_Bi_RC_1 DAKOTA_Bi_RC_2 DAKOTA_Bi_RC_3 DAKOTA_Bi_RC_4 DAKOTA_Bi_RC_5 DAKOTA_Bi_RC_6 DAKOTA_Bi_RC_7 DAKOTA_Bi_RC_8 DAKOTA_Bi_RC_9 DAKOTA_Bi_EP_1 DAKOTA_Bi_EP_2 DAKOTA_Bi_EP_3  DAKOTA_O_RC_1  DAKOTA_O_RC_2  DAKOTA_O_RC_3  DAKOTA_O_RC_4  DAKOTA_O_RC_5  DAKOTA_O_RC_6  DAKOTA_O_RC_7  DAKOTA_O_EP_1  DAKOTA_O_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20 
785          NO_ID       2.043759       1.697646       1.739445       1.893837       1.850623       2.040678        1.81339       2.870217       3.642374        1.30854       1.028243       0.918984       1.224165       1.136683       1.050507       1.211379       2.401501       2.889081       1.999646       1.778509       1.257031       1.785223       1.805769       1.944582       2.142168    4.486915352      10.364552       2.412955       2.093429       1.886313       2.268138       1.859073       2.319457       1.881314       2.252757       2.139303       2.827898       2.121726       3.660695       1.537321       1.206583       1.284627       1.506737       1.372204       1.393331       1.472198       4.161492       5.742171 0.003957183966 5.819259255e-05 0.003359395755     0.47527222 0.0008142561621 0.0003413085977 0.0005632065479 5.127913004e-06 0.0005389862104 0.003523909984 0.002189989815 0.003999439951  0.01071967216  0.01221783862   0.1569090909   0.1138383034  0.02736685418   0.3875308519  0.01163901879 0.0002750560969 
786          NO_ID       2.043836       1.789768    1.643173553       1.918318       1.922575       2.014068       1.865051       3.151049       3.151621       1.470696       1.158547       0.837329       1.199756       1.204921       1.059211       1.221615       2.404896       2.991874       1.969158       1.802589       1.228875       1.802075        1.82499       1.822944       2.103628       4.467065      10.264407       2.526089       2.133931       1.954363        2.27791       1.924556       2.300516       2.034087       2.129162       2.116738       2.532972       2.379748        4.10676       1.578011       1.277823       1.334565       1.490355       1.420555       1.347515       1.506511       4.340538       5.543036 0.003860332395 3.535077294e-05 0.002294823662   0.3529809656 0.001518415745 0.0005902708343 0.0003348265912 5.127913004e-06 0.0005639877863 0.0001562961819  0.00161809053  0.00154296274 0.007146153839  0.01763897697   0.1548863636   0.2041887943  0.02611117123   0.6883070891  0.01264519915 0.004302517777 
787          NO_ID       2.043899       1.650951       1.735028     1.77855966       1.874108       2.007925       1.763606        3.13876       3.285637    1.413759162       1.093026       1.006162       1.172453       1.070057       1.058188       1.057794       1.866607       2.598977       2.065694       1.834977       1.155275       1.697256       1.699519       1.996294       2.054536       4.075897      10.002255       2.401161       2.198692       1.921552       2.270547       2.000391       2.255457       1.957335    2.187865543       2.248003       2.335886       1.596388        3.69014       1.630369       1.146786       1.374182       1.375666       1.408792       1.396466    1.526084054       4.615994       5.342912   0.6285841528 1.986815025e-05 0.003701117829   0.2430615525 0.0009562117296 0.0003305046393 0.0005411081598 5.127913004e-06 0.0008706818345  0.00208817771 0.003412611209  0.00520558704  0.01211431227  0.02963811596   0.1232045455   0.1957847328  0.02053552154   0.3902642078  0.01078645375 0.001726501185 
788          NO_ID       2.043899       1.656077       1.739124       1.776045        1.87339       2.040693       1.768422        3.13876       3.335173       1.310537        1.09301       0.968402       1.175013       1.071149       1.059148       1.057778       1.880627       2.598529       2.067486       1.834977       1.141451       1.697424     1.69955144       1.999094     2.05454013     4.07384926      10.002503    2.419592985       2.200116       1.856016       2.277907    1.998140015       2.255461       1.965991       2.276548       2.247811       2.336398       1.597412       3.689628       1.583265       1.146788       1.379622       1.359282       1.420696        1.42533       1.473686        4.61497    5.342911673   0.6285556878 2.446757732e-05 0.003701286925   0.2429257087 0.000144058257 0.0003785831965 0.000494569293 5.127913004e-06 0.0008520606666 0.003418276507 0.002278776825 0.003257379411 0.009828778826  0.03050312061   0.1173863636   0.2508797317  0.01955787817    0.441932742  0.01088630371 0.0003217513827 
789          NO_ID       2.043899       1.656077       1.739124    1.789290914        1.87339       2.040693       1.768422        3.13876       3.335173       1.310537        1.09301       0.968402       1.175013       1.071149       1.059148       1.057778       1.880627       2.598529       2.067486       1.834977       1.141451       1.697424     1.69955144       1.999094     2.05454013     4.07384926      10.002503    2.419592985       2.200116       1.856016       2.277907       2.006535       2.255461       1.965991       2.276548       2.247811       2.336398       1.597412       3.689628    1.576849817       1.146788       1.379622       1.359282       1.420696        1.42533       1.473686        4.61497    5.342911673   0.4440297518 2.446757732e-05 0.003701286925   0.2445517931 0.0001450585416 0.0003432582944 0.0005535895601 5.127913004e-06 0.0008520606666 0.003571842452 0.002289838541 0.003257138134 0.009828791471  0.03050312061        0.11825   0.2507325357  0.01953621532   0.4304824023  0.01109368439 0.0003718933368 
790          NO_ID       2.043899       1.656077       1.739124    1.789290914        1.87339       2.040693       1.768422        3.13876       3.335173       1.310537        1.09301       0.968402       1.175013       1.071149       1.059148       1.057778       1.880627       2.598529       2.067486       1.834977     1.15058838       1.697424     1.69955144       1.999094     2.05454013     4.07384926      10.002503    2.419592985       2.200116       1.856016       2.277907       2.006535       2.255461       1.965991       2.276548       2.247811       2.336398       1.597412       3.689628       1.583265       1.146788       1.379622       1.359282       1.420696        1.42533       1.473686        4.61497    5.342911673   0.4440297518 2.446757732e-05 0.003701286925   0.2445517931 0.000144058257 0.0003432582944 0.0005535895601 5.127913004e-06 0.0008699740503 0.003571842452 0.002289838541 0.003257379411 0.009828778826  0.03050312061        0.11825   0.2507325357  0.01953621532   0.4290495214  0.01105528056 0.0003720221227 
791          NO_ID       2.044147       1.840146       1.809957       1.905935       1.880084       2.090877       1.742829       3.610809       3.766125       1.367286       1.185117       0.962047       1.225113       1.243247       1.085543       1.219842       2.186504       2.487395       2.064101       1.760018       1.264138       1.697795        1.74116       1.965083       2.096949       4.430878      11.839915       2.527051       2.119935       1.868839       2.145816       1.958503       2.292153        1.88999       2.112191       2.145345       3.042838       1.664752    3.681688222       1.614417       1.237946       1.372087    1.351198032       1.357274        1.45095       1.615325       4.269615       5.767903            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
792          NO_ID       2.044652       1.788789       1.765498        1.89193       1.849402       2.090333     1.82772316       2.912282       3.348632       1.447241        1.03193       0.948419       1.177275       1.171399       1.065236       1.096149       1.764008       2.900595         1.9736       1.812955       1.198711        1.68917       1.809829       1.892675       1.968268       4.045109      11.732987       2.491922       2.239394        1.96503       2.154555       2.016001       2.250287       2.010516       2.165713       2.132833       2.671527       2.227764        3.74659       1.690445        1.21721       1.289799       1.455025       1.338817       1.359234       1.534351       4.356976       6.153806 0.003914139992 2.15871147e-05 0.003223688157   0.0313918588 0.003151536882 0.0001418510659 0.0007608760757 5.127913004e-06 0.0006135122112  0.00135958431 8.910496271e-06 0.002547997177  0.00407716205  0.02576460928   0.1223636364   0.1420241981  0.02037540213   0.2332127341  0.01203841862 6.903055043e-05 
793          NO_ID       2.044676       1.792849       1.756058       1.867354       1.850858       2.056425       1.812552       2.913736       3.352536       1.441863       1.018106       0.945675       1.181371       1.171423       1.065474       1.096101       1.931608       2.900691       2.014432       1.829723       1.216751       1.685874       1.809141       1.887939       1.969676       4.040701      11.617287       2.498066       2.241454       1.965798       2.147831       2.020097       2.250287        2.01902      2.1544952    2.123714096       2.455207       2.227668       3.569182       1.653509        1.17365       1.285711       1.520945       1.338881       1.359202       1.539987       4.335776       6.157886 0.003994863414 2.23924677e-05 0.003088638405   0.2311534106 0.001848628932 0.0001832533254 0.0007210375521 5.127913004e-06 0.0005254972599 3.284013745e-06 0.001361732862 0.0001603667549 0.008670907056  0.02564221449   0.1226363636   0.1396364196  0.02038478797    0.249316483   0.0123840531 0.0004076905452 
794          NO_ID       2.045079       1.680006       1.728013       1.791713       1.822063        1.99503       1.822862       2.921643       3.637518    1.320633386       1.023167       0.917232       1.218169       1.108471       1.050369       1.237463       2.421117       2.927577       1.984654       1.812933       1.327502       1.788391       1.801011       1.861472       2.131124    4.219961052      10.207824       2.409291       2.099941       1.902995       2.265494       1.852145       2.341937    1.957174175       2.281397       2.129095       2.769704        1.87459       3.658591       1.535919       1.200769       1.305363       1.484253       1.366668       1.383805       1.546306       4.160404       6.195867   0.1972608669 6.317381008e-05 0.002512104608   0.4835293587 0.0009615138102 0.0003437609015 0.0005603066176 5.127913004e-06 0.0007085021916 0.004335286519   0.0030802359 0.005620123719  0.01335859946  0.01037915125   0.1546363636  0.02487384449  0.02787065398   0.2920596385  0.01144699963 0.0001039194101 
795          NO_ID       2.046195       1.782608       1.748321       1.884147       1.734332       1.945492       1.877874       2.806855       3.449068       1.383904       1.043071       0.964662       1.173269       1.157428       1.019479       1.192053       2.441144       2.337209       1.888855       1.723926       1.157341       1.735233       1.795881    1.933458061       2.061672       4.095093      10.284409       2.525635       2.138338       1.872324       2.194724       1.959152       2.381969       1.904373       2.223395       2.146404       2.669094       2.062123       3.421928       1.520395       1.173805       1.356308       1.487813       1.406723       1.332644       1.498378       4.945954        6.19063 0.003943455349  3.5467266e-05 0.002595896176   0.2721819411 0.002760210848 0.0001780869433 0.0007226525709 5.127913004e-06 0.0009359881551 0.002523869505 0.001449041835 0.001816991312 0.004311780806 0.0002595515205          0.141   0.5555540831   0.0340938602   0.2011163458  0.01113208822 0.001032327364 
796          NO_ID       2.046702       1.721285        1.74552        1.94624    1.885790993    1.987020145       1.914923       3.498328       3.133622       1.336314       1.013686       0.963272       1.158625       1.257339       1.012218       1.203925       2.078211       3.105146       1.945095       1.728529       1.170135       1.657803       1.739609       1.960806       1.970667    4.190306518      11.721713       2.400099       2.154552       1.842643       2.274038       1.959773       2.310804       1.968597       2.168887       2.268082        2.87168       1.967433       4.007384       1.670847       1.245234       1.371148       1.435103       1.357102       1.326751       1.532409        4.02032        5.80856 0.003837350908 8.19883073e-05 0.003936301802   0.2846486794 0.001745378694 0.0002146620805 0.0006851624058 5.127913004e-06 0.0009911448963 0.003362953069 0.004494342937  0.00225543225 0.007313340962 0.0002595515205   0.1423863636   0.5524521281  0.03398656437   0.3238207456   0.0109554306 0.006465145378 
797          NO_ID       2.046702       1.721785       1.747568       1.946254       1.774711        1.94308       1.915323       3.572056       3.210166       1.336314       1.014018       0.963392       1.161233       1.257339        1.01225       1.203925       2.076739       3.105658       1.936167       1.771289       1.182423       1.657163       1.705305       1.960804       1.982955       4.096511      11.729521       2.400115       2.154248       1.872339        2.27407       1.959769        2.34818       1.967829       2.197559       2.269618       2.871686       1.967433       4.007384       1.671263    1.271362957       1.367052       1.434079       1.357102       1.327071       1.466873       4.020272    5.760023639 0.003900756393 9.032967894e-05 0.003594418944   0.2846320318 0.001189224451 0.0002066287438 0.0006907825877 5.127913004e-06 0.0007465437525 5.704705287e-05 0.001564224965 0.003145399685 0.008232728937 0.0002595515205   0.1426136364    0.802122856  0.03394998342   0.2912099371  0.01108600363 0.005691654991 
798          NO_ID       2.046811       1.655981       1.661212       1.776181       1.874166       2.085749       1.767398       3.138714       3.370245       1.315497        1.08819        0.98069       1.128853    1.163470819       1.059132       1.057078       1.886259       2.598873       2.065934       1.754529    1.276479397       1.694384       1.833682       1.986918        2.14115       3.971401      10.009123       2.539084       2.199704       1.849962       2.277939       2.001223       2.263765       1.969383       2.272388       2.291075       2.341558       1.591652       3.688856       1.583265       1.147412        1.40503       1.388854       1.422008       1.427834       1.547606        4.61849       5.416661            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
799          NO_ID       2.047726       1.766726       1.674721       1.841794       1.725778       2.003369    1.871258925       3.206544       3.323418       1.438714       1.147433       0.831524       1.064125       1.132411       1.066137       1.121803       2.299969       2.366361       1.961112       1.835421        1.27756       1.671847       1.663294       1.924966       2.046401       4.093943      11.375778       2.407674       2.125959       1.870819       2.106649       1.903165       2.293845       1.932346       2.164341       2.195394       3.262128       1.734143       3.371547       1.540263       1.265549       1.365517       1.347107       1.298507       1.261532       1.520584       4.167724       6.053458            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
800          NO_ID        2.04779        1.80871       1.674337    1.841865812       1.724882       2.002809       1.730686       3.375376       3.322746     1.40460801       1.147433       0.831492       1.067709       1.132211       1.085581       1.107467       2.303367       2.366261       1.961048       1.835479       1.285752       1.688231       1.664894        1.92451       2.046401       4.153415      11.382066       2.408058       2.235015       1.936355       2.115801       1.869437       2.293973       1.929466       2.125433       2.196418       3.262128       1.736111       3.369499       1.544175       1.265293       1.365565       1.347107       1.301579        1.25556       1.512392        4.27663       6.055506 0.003681246677 3.214591593e-05 0.003141696468  0.03130570015  0.00117964252 0.0004964026765 0.000422539036 5.127913004e-06 0.0005184386885 0.004268868447 0.004975936703  0.01059707525  0.01412473257  0.02854916382   0.1160454545   0.1906730855  0.01912284446   0.5999024591  0.01208450322  0.01512258336 
801          NO_ID        2.04779        1.80871       1.674337    1.841865812       1.724882       2.002809       1.730686       3.375376       3.322746       1.423186       1.147433       0.831492       1.067709       1.132211    1.093029311       1.107467       2.303367       2.366261       1.961048       1.835479       1.285752       1.688231       1.664894        1.92451       2.046401       4.153415      11.382066       2.408058       2.235015       1.936355       2.115801       1.869437       2.293973       1.929466       2.125433       2.196418       3.262128       1.736111       3.369499       1.544175       1.265293       1.365565       1.347107       1.301579        1.25556       1.512392        4.27663       6.055506 0.003681246677 3.25872111e-05 0.003141696468  0.03130570015  0.00117964252 0.0004964026765 0.000422539036 5.127913004e-06 0.0005184386885 0.004268868447 0.004975936703  0.01059707525  0.01412473257  0.02964103218   0.1105454545   0.2059112915  0.01822510973   0.5999024591  0.01208450322  0.01512258336 
802          NO_ID       2.050927       1.696878       1.661453       1.844693       1.916079       2.048438       1.817102    3.319946396       3.602694       1.307412       1.022579       0.914092       1.222261       1.106119       1.001237       1.213141       2.418573       2.838425       2.001702       1.804109       1.326806       1.784167       1.801049        1.90039       2.139352       3.905875      10.367136       2.399563       2.092857       1.901011        2.26639       1.893873       2.270295       1.875426       2.277973       2.139491       2.870376       1.660286       3.661215       1.536167       1.206575       1.306627       1.491061       1.372716       1.384411       1.532754       4.046804       5.807163            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
803          NO_ID       2.054603       1.729953    1.797564616       1.902407       1.819384       2.103373    1.785127249       3.534407       3.767469       1.363302       1.121609       0.894657       1.236693       1.239239    1.013138068       1.245376         2.2626       2.253723       1.937935       1.792234       1.272138       1.612996       1.836871       1.836155       2.093263       4.430904      11.689371       2.544167       2.130827       1.879107       2.147282       1.867665       2.297989       1.902598       2.112711       2.136609       3.013766       1.664982        4.32171       1.625297        1.22295       1.403851    1.448729939       1.387512       1.414566       1.626493       4.282529       5.937119            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
804          NO_ID    2.057374723    1.795062268    1.652699802    1.899883808    1.906625019    2.009900494    1.804556831    3.675373085    3.031887059    1.468325779    1.011766936   0.9074788231      1.0980634    1.201604114    1.046823775    1.065912653    2.392829095    2.279072198    1.960079319    1.766287401    1.194920975    1.747318965    1.650709031    1.833136557     1.94801735    4.252346597    11.07976421    2.354517114    2.084901077    2.026289495    2.202896235    1.900684465    2.375351763    2.007596037    2.290568273    2.234976782    2.373482657    1.877625518    3.946256997    1.523473943    1.163450883    1.352418336    1.454952766    1.411457336    1.313737103    1.522776541    4.619849946    5.431941341 0.003694620074  3.3780272e-05 0.002627560704   0.4755723614 0.001966499314 0.0005369023375 0.0003873449973 5.127913004e-06 0.0007234822671  0.00436294566 0.003304821684 0.001665204074 0.006742489201  0.02250619412   0.1427954545   0.9143550001  0.02336657604   0.6444019538   0.0118848033 0.004263372926 
805          NO_ID       2.057413       1.674226       1.621973       1.801069    1.756223308       2.054676    1.843496958       3.478496       3.468173       1.443748       1.123908       0.997588       1.107443       1.070539       1.089335       1.059739       1.931999       2.860704       1.883276       1.738403       1.288617     1.80175477       1.726109       2.002353       1.980784       4.622078      11.603237       2.420009       2.150338       1.862381    2.181946978       1.964173       2.242223       2.020956       2.289122    2.163247821       2.669274        2.13977       3.356433       1.654545       1.171881       1.359587       1.490788       1.476992       1.265162       1.605139       4.853323       5.666961 0.003766262517 6.349878947e-06 0.003136739945  0.02803877549 0.001677581405 0.000741318926 0.0001882484866 5.127913004e-06 0.0007079843496 0.003948400145  0.00259145255 0.008112410609  0.01185251602   0.0329115871   0.1144318182   0.3793794802  0.01863405478   0.8654890866  0.01260679532  0.01121957071 
806          NO_ID       2.057463       1.792502       1.644508       1.896044       1.898433       2.075436       1.807053       3.675165       3.022159       1.371558       1.030201       0.973015       1.117318       1.201092       1.046056       1.059257       2.380029        2.32648       1.960335       1.750415       1.196969       1.748343    1.710321694       1.833011       1.948257       4.252379       11.09474       2.354405    2.225466873    1.995067912       2.160256        1.90542       2.375608        2.00734       2.290632       2.239049       2.373995       1.877626       3.938065       1.515282       1.159355       1.352706       1.520489       1.411457       1.326022       1.527993       4.610826       5.653125 0.003665678557 4.781378775e-05  0.00271387557    0.197466805 0.002270903746 0.0006077322425 0.0003198422252 5.127913004e-06 0.0007478109951 0.004994087967 0.003903748276 2.81333942e-05 0.005475793645  0.02294404983        0.14775   0.4766944112  0.02405667595   0.7325904264  0.01200001479 0.002700552278 
807          NO_ID       2.057509        1.67423    1.626417142       1.801069       1.760455       2.117716       1.818921       3.478448       3.472657        1.45706        1.12378       0.996564       1.108683       1.066763       1.088311       1.065883       1.942775       2.860736       1.883602       1.724131       1.287219       1.801755       1.726621       2.002301       1.956208       4.571902      11.602981       2.420017       2.144114       1.878765       2.157371       1.964173       2.242095       2.023512       2.288786       2.161083       2.472666       2.131578       3.356437       1.687313       1.173529       1.361179       1.500312    1.455339032       1.265154       1.598547       4.851863       5.670969  0.00377088695 4.905327547e-05 0.003170682906  0.02743096962 0.001568631365 0.0007440162508  0.00018557211 5.127913004e-06 0.0007219166652 0.003909847936 0.002862036372 0.008150366602  0.01188451954  0.03239867233   0.1042045455   0.2495290365  0.01713906607    0.867403062  0.01259911455  0.01124665288 
808          NO_ID       2.057518       1.805314       1.700867       1.948858       1.740736       1.960745        1.91844    3.129450775       3.359563       1.462805       1.026621       0.925899       1.092741       1.168836       1.046732       1.196851       2.041361       2.385766       1.988491       1.816497    1.276350527       1.788284       1.693717        1.95136       1.956429        3.85913       10.70707       2.457958       2.150805       1.903539       2.202898       1.917113       2.310405       1.974817       2.159621       2.159553    3.105588545        1.82028       3.946258        1.51632       1.165774       1.348321       1.373033       1.374864       1.296993       1.658295       4.305537       5.694177 0.003715390203 5.676812476e-05 0.003142513639   0.2657164517 0.001932479952 0.0003818187296 0.0005256202757 5.127913004e-06 0.0005344772373 1.841088641e-05  0.00132361085 0.004314022981 0.008753889461 0.005795677694   0.1554090909   0.2080792206  0.02842990844   0.4510806705  0.01183103794 0.008008402686 
809          NO_ID       2.058343       1.782302       1.654236        1.89886       1.906661       2.050348       1.780129       3.649049       3.024207       1.455406       1.005783       0.907799       1.107396        1.20163       1.046824       1.098831       2.393853        2.27918       1.968207       1.768943       1.197129       1.750263       1.669537       1.994664       1.947957       4.240059      11.078772       2.348309       2.081613       1.914896       2.206276       1.900428        2.36716       2.036908       2.106623       2.259969       2.690024       1.872034       3.991097       1.524802       1.163515        1.37913       1.444457       1.411813       1.326022       1.518633        4.62657       5.563009 0.003663688614 4.239030553e-05 0.003623241565   0.4349523936 0.002211534395 0.0005817307021 0.000343321632 5.127913004e-06 0.0007186961972 0.005753786232 0.006811952101 0.0004983095788 0.005864284742  0.01845909066   0.1522045455   0.3569729174  0.02492842407   0.7786946263  0.01191552637 0.006247677114 
810          NO_ID       2.058533       1.669489       1.685722       1.855834        1.90946       2.129613       1.875787       3.578201       3.393535       1.324707       1.019304       0.986956       1.152479       1.113113       1.047996       1.150688       1.662823       2.611123       1.928957       1.755158        1.20361       1.752576       1.817443        1.87875       2.079843       4.233231      10.138814       2.350355       2.104208       1.916051       2.221556       1.914403       2.313912       1.887557    2.125308076        2.14296       2.571014       1.682517       3.660009       1.577127       1.171095        1.35539       1.476939        1.46389       1.430087       1.467295       4.409298       6.131633 0.003706273145 3.919622412e-05 0.002487608256   0.4152380168 0.0001550038759 0.0005387075346 0.0003762362586 5.127913004e-06 0.0007167841726 0.0006957873484 0.002049397584  0.00330022598 0.009856030083  0.01524762459   0.1597045455  0.07252240737  0.02642177011   0.5511818273  0.01183103794 0.001467055834 
811          NO_ID       2.059417       1.679985       1.760474       1.832034       1.889108       2.128657       1.840283       3.574617       3.384815       1.321427       1.054356         0.9911       1.155875       1.103429         1.0463       1.150616       1.661319       2.607495       1.932289        1.72487        1.19209       1.752576       1.817343        1.86828       2.109774       4.233951      10.142334       2.350747       2.108304       1.916051       2.175112       1.855675       2.347316       1.887727       2.263477        2.13528       2.576846       1.744429       3.664105       1.588665       1.140671        1.39091       1.411403       1.465724    1.261576724       1.467711       4.143426       6.101657 0.003638592487 3.634649554e-05 0.002551058545   0.4557293193 0.001726238054 0.0002321297713 0.0006697831646 5.127913004e-06 0.0007965496575 0.004180772152 0.002721751281 0.008099438308  0.01186495621  0.01453362669   0.1592954545   0.3460389437  0.02714446133   0.2296262556  0.01191552637  0.01002583329 
812          NO_ID       2.060341       1.669169       1.758626        1.78621       1.894548       2.128841       1.826973       3.277145       3.385039       1.324219        1.01524       0.967036       1.160671       1.111193       1.044652       1.147552       1.663639       2.580991       1.929537        1.72423       1.180076        1.75104       1.797171       1.963698       2.095726       4.224927      10.925346    2.427948709       2.088848       1.874103       2.218152       1.964259       2.245556       1.920527       2.282153       2.129972       2.636302       1.810357       3.544509       1.588901       1.183895       1.308222       1.411547       1.480762       1.429047       1.467295       4.414432       5.937341            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
813          NO_ID       2.060453       1.665905        1.75945       1.855842        1.90434       2.128333       1.835163       3.574201       3.352127       1.326579        1.06868        0.99573       1.152223       1.155083       1.046108       1.150624       1.745255       2.736519       1.925121       1.724486       1.203722       1.751936       1.816419    1.878116561       2.114798       4.233223       10.12243       2.353043       2.110886       1.921811       2.109652       1.926107        2.31378       1.894063       2.262749       2.134768       2.571086       1.751813       3.635209       1.584999       1.170327       1.311934       1.440891        1.46846       1.402143       1.475599       4.409666       6.104345 0.003562812671 3.204614079e-05 0.002565008053    0.328926949 0.0007860247865 0.0002352166165 0.0006669438236 5.127913004e-06 0.000753736134 0.004071308915 0.003162445386 0.003648745122  0.01016563563  0.01476347758   0.1594318182  0.05997568639  0.02704454051   0.2329838132   0.0123149262 0.0003008535686 
814          NO_ID       2.060759       1.677025       1.763546       1.788898       1.896888       2.133965       1.826971       3.538905       3.385923       1.333171       1.055736       0.975228       1.163231       1.105753        1.04612       1.130144       1.657363       2.572303       1.982593       1.724166    1.296891146       1.755104       1.778235       1.866674       2.100846       4.166371       10.94163       2.351847        2.08936       1.875091       2.206308       1.948375       2.315604       1.920495    2.127750277       2.133328       2.570774       1.807509       3.663321       1.589319       1.185819        1.31155       1.411563       1.468218       1.431063       1.472415       4.423728       5.911169    0.262617508 3.282973216e-05 0.003149057516   0.3941224953 0.0001794602523 0.000194955694 0.0006900471587 5.127913004e-06 0.0007480553205 0.0003840767204 0.001687070586 0.003378422753 0.009922167751  0.01699717839   0.1577272727   0.3871389752  0.02627739513   0.1957508761  0.01212290705 0.0008908359231 
815          NO_ID       2.061471        1.80034       1.755853       1.884613       1.733305        1.94214       1.880474       2.801767       3.504828       1.358702       1.087999       0.894198       1.171285       1.157364       1.004367       1.189873       2.435374    2.607541841       1.919843       1.778334       1.325898       1.786201       1.780757       1.946272       2.144306       4.058923    10.93450308       2.540693        2.13694       1.864676       2.197336       1.917206       2.423701       1.905189       2.133619       2.311937       2.522118        2.46821        3.41782       1.657981       1.154331       1.326976       1.428403    1.420615821       1.260596        1.47937       4.624052       6.146666 0.003648539974 3.073667986e-05 0.003088252244   0.3041978386 0.001653966072 0.0001316209173 0.0007675805975 5.127913004e-06 0.0006262988767 0.006488181411 0.007005907238 0.008301573745  0.01196177604 0.004598559083  0.09884090909   0.4104289783  0.03743133958   0.1929276665  0.01215363012  0.01328796287 
816          NO_ID    2.061554623    1.800464425    1.755853289     1.88455665     1.73262853    1.942140098    1.880570122     2.80803855     3.50405968    1.359117554    1.085951187   0.9638298299    1.171924596    1.161460025    1.019727179    1.189875353    2.435373815    2.431912504     1.91984736    1.780501919    1.329673857     1.79439274    1.782133308    1.946255787    2.144049732     4.05895495    10.26704909     2.52704909    2.138363921    1.868772171    2.187088842    1.958166443    2.423236595    1.905189166    2.132723094    2.308865126     2.52264632    2.468466075    3.448364178      1.6477412    1.172410769    1.327024022     1.43557103    1.488335365    1.260484047    1.476298209    4.624053589     6.14679405 0.003647364611 3.447445709e-05 0.002763091533  0.02804208982 0.001549752859 0.0001316439534 0.0007675471689 5.127913004e-06 0.0007028584909 0.006410230414 0.007213478593 0.008713496242  0.01245848399 0.001209821626   0.1415454545   0.8081284152  0.03388004085   0.1726105062  0.01215363012  0.01359391625 
817          NO_ID       2.062563        1.78304       1.761689       1.883005       1.725944       1.941724        1.88997       2.790727        3.45142       1.359992       1.001565       0.973622       1.170709        1.15736       1.013423       1.192053          2.439       2.337351       1.920031       1.787798       1.155293       1.750617       1.788601       1.946262        2.06741       4.095013      10.266197       2.525603       2.121954       1.868156       2.200016       1.950692       2.381853       1.904421       2.107683       2.138212        2.66759       2.127291       3.422024       1.572075       1.171885       1.356896       1.425733       1.407123       1.349028    1.611592422       4.827298       6.190774            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
818          NO_ID       2.062778       1.658701       1.684184       1.950449       1.836982       2.079517       1.896492       3.234993       3.920027       1.343911        1.17087       0.928713       1.062793        1.11787        1.09555         1.2177       2.046489       2.836015       1.930245       1.728605       1.267531    1.717238688       1.694062       2.020007       2.101583       4.724728      11.170354        2.39712       2.230192       2.039578       2.198182       2.019711       2.245236       1.895918       2.268304       2.235214       3.247193       2.181423       3.582581       1.676337       1.130644       1.272834       1.432445       1.436427        1.31368       1.547007       4.620643       6.001776 0.003561678779 4.956582675e-05  0.00337776424   0.2249527788 0.002340310067 0.0006133572536 0.0003011326606 5.127913004e-06 0.0006256882961 0.003060309594 0.001609499417 0.001112460859 0.004494739981  0.02067835808   0.1298181818   0.6516676411  0.02175761478   0.6461952486  0.01178495334 0.002699886226 
